ID,Path,Name,Description,ElementName,ElementText,IncludeInSE,MeasurementType,mRID,InternalId,Parent,ObjectType
_8f51528f-cbb9-44b3-890c-f407e568f86b,Network/Companies/SIN/03OCC/03   DMN/34.5/UN-04/P,P,03   DMN LT-5145  CC 04        MW,P (1631),LT-5145  CC 04        MW,true,Real power,,2943742,_aba7e77e-aaab-46f2-9f6d-9e91ae161199,Analog
_714391aa-6ba3-42c0-9346-4990c712daa7,Network/Companies/SIN/03OCC/03   DMN/34.5/UN-04/Q,Q,03   DMN LT-5145  CC 04      MVAR,Q (1642),LT-5145  CC 04      MVAR,true,Reactive power,,2943747,_aba7e77e-aaab-46f2-9f6d-9e91ae161199,Analog
_5a81a698-9385-42af-943f-240b1e03ed43,Network/Companies/SIN/03OCC/03   DMN/34.5/UN-05/P,P,03   DMN LT-5155  CC 05        MW,P (1631),LT-5155  CC 05        MW,true,Real power,,2943756,_a7f3f6ff-1ebb-4426-a168-e6d13befbaf3,Analog
_0adadf98-3d29-44cc-a739-75cbbf363dc5,Network/Companies/SIN/03OCC/03   DMN/34.5/UN-05/Q,Q,03   DMN LT-5155  CC 05      MVAR,Q (1642),LT-5155  CC 05      MVAR,true,Reactive power,,2943761,_a7f3f6ff-1ebb-4426-a168-e6d13befbaf3,Analog
_67ef8fc1-e73d-4462-9713-0c7468b860f2,Network/Companies/SIN/03OCC/03   DMN/34.5/UN-06/P,P,03   DMN LT-5165  CC 06        MW,P (1631),LT-5165  CC 06        MW,true,Real power,,2943770,_746a4885-ae7c-4e5b-8f06-9b92a7fcd79e,Analog
_0f535cd0-10e1-428e-ba27-ce7866405dda,Network/Companies/SIN/03OCC/03   DMN/34.5/UN-06/Q,Q,03   DMN LT-5165  CC 06      MVAR,Q (1642),LT-5165  CC 06      MVAR,true,Reactive power,,2943775,_746a4885-ae7c-4e5b-8f06-9b92a7fcd79e,Analog
_2d3be0ee-827c-4e0c-8d13-1280644e3576,Network/Companies/SIN/03OCC/03   DMN/34.5/UN-07/P,P,03   DMN LT-5175  CC 07        MW,P (1631),LT-5175  CC 07        MW,true,Real power,,2943784,_4a82189b-aa58-4b3a-8255-67079350ac74,Analog
_48525289-8506-4575-ad0f-67102096e8a6,Network/Companies/SIN/03OCC/03   DMN/34.5/UN-07/Q,Q,03   DMN LT-5175  CC 07      MVAR,Q (1642),LT-5175  CC 07      MVAR,true,Reactive power,,2943789,_4a82189b-aa58-4b3a-8255-67079350ac74,Analog
_f3a80770-fe53-45ef-a1e6-880c80061017,Network/Companies/SIN/03OCC/03   DMN/34.5/UN-08/P,P,03   DMN LT-5185  CC 08        MW,P (1631),LT-5185  CC 08        MW,true,Real power,,2943798,_398dc069-a0b3-4106-ab04-941883fdedd6,Analog
_2f07c6eb-7cee-443c-a14f-68968bc0abfc,Network/Companies/SIN/03OCC/03   DMN/34.5/UN-08/Q,Q,03   DMN LT-5185  CC 08      MVAR,Q (1642),LT-5185  CC 08      MVAR,true,Reactive power,,2943803,_398dc069-a0b3-4106-ab04-941883fdedd6,Analog
_17b0a0e4-0ddc-49f3-b8a7-07db59173194,Network/Companies/SIN/03OCC/03   DMN/34.5/UN-09/P,P,03   DMN LT-5315  CC 01        MW,P (1631),LT-5315  CC 01        MW,true,Real power,,2943812,_73c76e08-860a-4a38-bd9f-15a8eafc0e55,Analog
_c0b915dd-132f-46b3-9000-0105f8b62748,Network/Companies/SIN/03OCC/03   DMN/34.5/UN-09/Q,Q,03   DMN LT-5315  CC 01      MVAR,Q (1642),LT-5315  CC 01      MVAR,true,Reactive power,,2943817,_73c76e08-860a-4a38-bd9f-15a8eafc0e55,Analog
_8d739cd5-4dc7-4576-abd2-badeafd0a40e,Network/Companies/SIN/03OCC/03   DMN/34.5/UN-10/P,P,03   DMN LT-5325  CC 02        MW,P (1631),LT-5325  CC 02        MW,true,Real power,,2943826,_5a85e4cb-362d-4da2-9bf8-57a17f77bb90,Analog
_bf4b7b9b-4596-43b9-9433-9b4c1e1adecb,Network/Companies/SIN/03OCC/03   DMN/34.5/UN-10/Q,Q,03   DMN LT-5325  CC 02      MVAR,Q (1642),LT-5325  CC 02      MVAR,true,Reactive power,,2943831,_5a85e4cb-362d-4da2-9bf8-57a17f77bb90,Analog
_8b3e5210-f520-4241-a387-432e05a0c58f,Network/Companies/SIN/03OCC/03   DMN/34.5/UN-11/P,P,03   DMN LT-5335  CC 03        MW,P (1631),LT-5335  CC 03        MW,true,Real power,,2943840,_73522468-fe32-4a3c-9653-86d5692af033,Analog
_367e56ad-580c-4101-8b5c-401d39195c99,Network/Companies/SIN/03OCC/03   DMN/34.5/UN-11/Q,Q,03   DMN LT-5335  CC 03      MVAR,Q (1642),LT-5335  CC 03      MVAR,true,Reactive power,,2943845,_73522468-fe32-4a3c-9653-86d5692af033,Analog
_30d04a43-2163-4e6e-89e3-cf8be4573d62,Network/Companies/SIN/03OCC/03   DMN/34.5/UN-12/P,P,03   DMN LT-5345  CC 04        MW,P (1631),LT-5345  CC 04        MW,true,Real power,,2943854,_a74ae009-2b70-49fe-9163-2c2fdd962ec8,Analog
_93f5b590-bd71-40bc-bc33-d86e6046e12c,Network/Companies/SIN/03OCC/03   DMN/34.5/UN-12/Q,Q,03   DMN LT-5345  CC 04      MVAR,Q (1642),LT-5345  CC 04      MVAR,true,Reactive power,,2943859,_a74ae009-2b70-49fe-9163-2c2fdd962ec8,Analog
_a43d8f3b-df4e-4585-b585-24b551c189fe,Network/Companies/SIN/03OCC/03   DMN/34.5/UN-13/P,P,03   DMN LT-5355  CC 05        MW,P (1631),LT-5355  CC 05        MW,true,Real power,,2943868,_4864c62c-4e4a-4b71-9df2-ed48ecb55ec5,Analog
_f2fd92eb-7858-4783-bcd2-8dc44a5e5897,Network/Companies/SIN/03OCC/03   DMN/34.5/UN-13/Q,Q,03   DMN LT-5355  CC 05      MVAR,Q (1642),LT-5355  CC 05      MVAR,true,Reactive power,,2943873,_4864c62c-4e4a-4b71-9df2-ed48ecb55ec5,Analog
_533a6630-aba0-47a2-8e08-e5a4f8447cc5,Network/Companies/SIN/03OCC/03   DMN/34.5/UN-14/P,P,03   DMN LT-5365  CC 06        MW,P (1631),LT-5365  CC 06        MW,true,Real power,,2943882,_f1000cb8-dffb-4135-873e-c17e0f5927ad,Analog
_f9c5058a-b24b-451a-8978-2010ed816782,Network/Companies/SIN/03OCC/03   DMN/34.5/UN-14/Q,Q,03   DMN LT-5365  CC 06      MVAR,Q (1642),LT-5365  CC 06      MVAR,true,Reactive power,,2943887,_f1000cb8-dffb-4135-873e-c17e0f5927ad,Analog
_d4bf4d72-b056-4c09-88d8-a8d0664546c2,Network/Companies/SIN/03OCC/03   DMN/34.5/UN-15/P,P,03   DMN LT-5375  CC 07        MW,P (1631),LT-5375  CC 07        MW,true,Real power,,2943896,_42d8d21d-482c-4590-8d7b-16186ecb2302,Analog
_3b5b2880-1dda-4a57-b429-adc0b3761b20,Network/Companies/SIN/03OCC/03   DMN/34.5/UN-15/Q,Q,03   DMN LT-5375  CC 07      MVAR,Q (1642),LT-5375  CC 07      MVAR,true,Reactive power,,2943901,_42d8d21d-482c-4590-8d7b-16186ecb2302,Analog
_9ae4be10-dc46-4500-9e36-d42cca8d3175,Network/Companies/SIN/03OCC/03   DSP/13.8/UN-03/P,P,03   DSP UN-03                 MW,P (1631),UN-03                 MW,true,Real power,,2944157,_4aa72b9d-f8fe-4532-9a6d-26abb95a81fa,Analog
_4420e20e-e569-4070-9d14-6db7d00fbe96,Network/Companies/SIN/03OCC/03   DSP/13.8/UN-03/Q,Q,03   DSP UN-03               MVAR,Q (1642),UN-03               MVAR,true,Reactive power,,2944162,_4aa72b9d-f8fe-4532-9a6d-26abb95a81fa,Analog
_eb3335b8-f845-4c9a-bfbc-89216643c5c3,Network/Companies/SIN/03OCC/03   DSP/4.16/UN-01/P,P,03   DSP UN-01                 MW,P (1631),UN-01                 MW,true,Real power,,2944185,_1f7f14cd-cbb1-48c5-a78b-8aeb65dc6b38,Analog
_4fedbe37-7344-46dd-b0a0-59a9ebceb419,Network/Companies/SIN/03OCC/03   DSP/4.16/UN-01/Q,Q,03   DSP UN-01               MVAR,Q (1642),UN-01               MVAR,true,Reactive power,,2944190,_1f7f14cd-cbb1-48c5-a78b-8aeb65dc6b38,Analog
_c8c91090-ddee-418f-a7b1-70259c1fca81,Network/Companies/SIN/03OCC/03   DSP/4.16/UN-02/P,P,03   DSP UN-02                 MW,P (1631),UN-02                 MW,true,Real power,,2944213,_335c4525-9278-440e-9e0c-b19f66c2fd06,Analog
_d0784bbd-d43e-4a0a-8758-1c3439b95e39,Network/Companies/SIN/03OCC/03   DSP/4.16/UN-02/Q,Q,03   DSP UN-02               MVAR,Q (1642),UN-02               MVAR,true,Reactive power,,2944218,_335c4525-9278-440e-9e0c-b19f66c2fd06,Analog
_cdd74b2e-01a2-43f8-a3f8-aa02554bd5d2,Network/Companies/SIN/03OCC/03   ECP/0.69/UN-01/P,P,03   ECP UN-01                 MW,P (1631),UN-01                 MW,true,Real power,,2944266,_80a2664e-5053-4692-a477-75511449e747,Analog
_a3daf0c5-8194-489e-9510-5c324f1254bf,Network/Companies/SIN/03OCC/03   ECP/0.69/UN-01/Q,Q,03   ECP UN-01               MVAR,Q (1642),UN-01               MVAR,true,Reactive power,,2944271,_80a2664e-5053-4692-a477-75511449e747,Analog
_7c4a79d8-4ed5-4324-8ae2-acb8b019da58,Network/Companies/SIN/03OCC/03   ECP/0.69/UN-02/P,P,03   ECP UN-02                 MW,P (1631),UN-02                 MW,true,Real power,,2944284,_e70b6413-ba98-4681-9cda-391860cdf942,Analog
_27d877f1-1fce-48a8-84dc-cc0593de5dca,Network/Companies/SIN/03OCC/03   ECP/0.69/UN-02/Q,Q,03   ECP UN-02               MVAR,Q (1642),UN-02               MVAR,true,Reactive power,,2944289,_e70b6413-ba98-4681-9cda-391860cdf942,Analog
_dd2c4c73-9b9c-4c36-97e9-2b9c9b9e5ec3,Network/Companies/SIN/03OCC/03   ELP/18/UN-01/P,P,03   ELP UN-01    BRUTA        MW,P (1631),UN-01    BRUTA        MW,true,Real power,,2944579,_fa30554f-bd4b-44bc-9e19-b86f681238f2,Analog
_9112ded3-d7e0-424e-abd3-33a98b1d9919,Network/Companies/SIN/03OCC/03   ELP/18/UN-01/Q,Q,03   ELP UN-01    BRUTA      MVAR,Q (1642),UN-01    BRUTA      MVAR,true,Reactive power,,2944584,_fa30554f-bd4b-44bc-9e19-b86f681238f2,Analog
_548a0f25-918b-4460-9522-ab981ccac173,Network/Companies/SIN/03OCC/03   ELP/13.8/UN-02/P,P,03   ELP UN-02    BRUTA        MW,P (1631),UN-02    BRUTA        MW,true,Real power,,2944629,_fe3c6c0e-366d-4bcd-996f-e14017eee79c,Analog
_86834d25-5191-431d-9ac4-00eec15bf79a,Network/Companies/SIN/03OCC/03   ELP/13.8/UN-02/Q,Q,03   ELP UN-02    BRUTA      MVAR,Q (1642),UN-02    BRUTA      MVAR,true,Reactive power,,2944634,_fe3c6c0e-366d-4bcd-996f-e14017eee79c,Analog
_2b7fb395-0b4c-40d6-9741-6f37885b2aea,Network/Companies/SIN/03OCC/03   EPS/400/RE-02/Q,Q,03   EPS RE-02    A3900      MVAR,Q (1642),RE-02    A3900      MVAR,true,Reactive power,,2945344,_695a01f5-7389-43c3-9f90-28a43e2991d4,Analog
_197e98de-4644-4cc2-a1d6-30770a1969ed,Network/Companies/SIN/03OCC/03   EPT/34.5/UN-01/P,P,03   EPT LT-5115  CC 01        MW,P (1631),LT-5115  CC 01        MW,true,Real power,,2947925,_b65808c3-8792-4a6b-84bb-72c0f1c6f83b,Analog
_eb4b1f04-4956-49a2-8abc-9ee71597b314,Network/Companies/SIN/03OCC/03   EPT/34.5/UN-01/Q,Q,03   EPT LT-5115  CC 01      MVAR,Q (1642),LT-5115  CC 01      MVAR,true,Reactive power,,2947930,_b65808c3-8792-4a6b-84bb-72c0f1c6f83b,Analog
_f6899637-61ce-48e8-9abb-9ea676e3793c,Network/Companies/SIN/03OCC/03   EPT/34.5/UN-02/P,P,03   EPT LT-5125  CC 02        MW,P (1631),LT-5125  CC 02        MW,true,Real power,,2947942,_b9345327-1303-431f-93c2-b33b8806a46f,Analog
_fbcc620b-2ede-4229-bf3c-cfb4c67269f4,Network/Companies/SIN/03OCC/03   EPT/34.5/UN-02/Q,Q,03   EPT LT-5125  CC 02      MVAR,Q (1642),LT-5125  CC 02      MVAR,true,Reactive power,,2947947,_b9345327-1303-431f-93c2-b33b8806a46f,Analog
_a4bffcb6-d6c7-4df8-830b-2074dd39b3b2,Network/Companies/SIN/03OCC/03   EPT/34.5/UN-03/P,P,03   EPT LT-5135  CC 03        MW,P (1631),LT-5135  CC 03        MW,true,Real power,,2947959,_c30598c5-cfef-4d25-8b5b-7bba466ff23a,Analog
_bcf2b586-70d3-4f7e-8a13-60ba006406f8,Network/Companies/SIN/03OCC/03   EPT/34.5/UN-03/Q,Q,03   EPT LT-5135  CC 03      MVAR,Q (1642),LT-5135  CC 03      MVAR,true,Reactive power,,2947964,_c30598c5-cfef-4d25-8b5b-7bba466ff23a,Analog
_3f155e6a-7121-4216-86b2-77e600e8bb3a,Network/Companies/SIN/03OCC/03   EPT/34.5/UN-04/P,P,03   EPT LT-5145  CC 04        MW,P (1631),LT-5145  CC 04        MW,true,Real power,,2947976,_309919c2-cb93-4545-b4a0-837d5516ef0e,Analog
_3135e1e3-e7cb-4e4f-9d8b-3a0a04bc92b4,Network/Companies/SIN/03OCC/03   EPT/34.5/UN-04/Q,Q,03   EPT LT-5145  CC 04      MVAR,Q (1642),LT-5145  CC 04      MVAR,true,Reactive power,,2947981,_309919c2-cb93-4545-b4a0-837d5516ef0e,Analog
_6a9e0240-e567-428d-ad7f-33456d47b4e1,Network/Companies/SIN/03OCC/03   EPT/34.5/UN-05/P,P,03   EPT LT-5155  CC 05        MW,P (1631),LT-5155  CC 05        MW,true,Real power,,2947993,_369c0f0a-b73b-42cf-933d-e210e89af80e,Analog
_ef694c48-ae3b-496f-b72e-8447d54a0eab,Network/Companies/SIN/03OCC/03   EPT/34.5/UN-05/Q,Q,03   EPT LT-5155  CC 05      MVAR,Q (1642),LT-5155  CC 05      MVAR,true,Reactive power,,2947998,_369c0f0a-b73b-42cf-933d-e210e89af80e,Analog
_d7bab16f-b776-40c9-b0ea-1c233ad3a1b3,Network/Companies/SIN/03OCC/03   EPT/34.5/UN-06/P,P,03   EPT LT-5165  CC 06        MW,P (1631),LT-5165  CC 06        MW,true,Real power,,2948010,_923df81b-9803-443b-8b1b-435e2f2982b7,Analog
_c98608c6-716c-46f3-926e-a8e30d4c8fe3,Network/Companies/SIN/03OCC/03   EPT/34.5/UN-06/Q,Q,03   EPT LT-5165  CC 06      MVAR,Q (1642),LT-5165  CC 06      MVAR,true,Reactive power,,2948015,_923df81b-9803-443b-8b1b-435e2f2982b7,Analog
_55486f70-d0eb-4080-895a-38f8d3a4c819,Network/Companies/SIN/03OCC/03   EPT/34.5/UN-07/P,P,03   EPT LT-5175  CC 07        MW,P (1631),LT-5175  CC 07        MW,true,Real power,,2948027,_9efb53a3-1f8e-46f0-8c51-3cbed0c44981,Analog
_cddd2a1f-3fde-4847-b786-23af436f12be,Network/Companies/SIN/03OCC/03   EPT/34.5/UN-07/Q,Q,03   EPT LT-5175  CC 07      MVAR,Q (1642),LT-5175  CC 07      MVAR,true,Reactive power,,2948032,_9efb53a3-1f8e-46f0-8c51-3cbed0c44981,Analog
_77b0963b-3f30-47ea-b41d-7922c6edb036,Network/Companies/SIN/03OCC/03   ESG/34.5/UN-01/P,P,03   ESG CG-51015 EOLIC        MW,P (1631),CG-51015 EOLIC        MW,true,Real power,,2948373,_6b16c40d-b528-4a85-81d9-883c652edfe3,Analog
_d83ee747-d121-4142-987b-afbc9d2cbe31,Network/Companies/SIN/03OCC/03   ESG/34.5/UN-01/Q,Q,03   ESG CG-51015 EOLIC      MVAR,Q (1642),CG-51015 EOLIC      MVAR,true,Reactive power,,2948377,_6b16c40d-b528-4a85-81d9-883c652edfe3,Analog
_59d02281-51af-470f-9734-39df431f2f87,Network/Companies/SIN/03OCC/03   ESG/34.5/UN-02/P,P,03   ESG CG-51025 EOLIC        MW,P (1631),CG-51025 EOLIC        MW,true,Real power,,2948385,_16ec7144-5985-42c4-8a97-ed7845c90587,Analog
_fa33ea1a-56ed-42c3-9f46-2b9249f2fed9,Network/Companies/SIN/03OCC/03   ESG/34.5/UN-02/Q,Q,03   ESG CG-51025 EOLIC      MVAR,Q (1642),CG-51025 EOLIC      MVAR,true,Reactive power,,2948389,_16ec7144-5985-42c4-8a97-ed7845c90587,Analog
_9182a256-ca5c-418b-a8cc-af17b04a327e,Network/Companies/SIN/03OCC/03   ESG/34.5/UN-03/P,P,03   ESG CG-51035 EOLIC        MW,P (1631),CG-51035 EOLIC        MW,true,Real power,,2948397,_437c0c53-9526-4772-8036-fbbba6d20fa9,Analog
_d4b7b621-60f1-4457-85e9-f04fa0fec04d,Network/Companies/SIN/03OCC/03   ESG/34.5/UN-03/Q,Q,03   ESG CG-51035 EOLIC      MVAR,Q (1642),CG-51035 EOLIC      MVAR,true,Reactive power,,2948401,_437c0c53-9526-4772-8036-fbbba6d20fa9,Analog
_2ec75297-3f73-41e1-b460-3a46b2c62bd1,Network/Companies/SIN/03OCC/03   ESG/34.5/UN-04/P,P,03   ESG CG-51045 EOLIC        MW,P (1631),CG-51045 EOLIC        MW,true,Real power,,2948409,_57df66fb-f861-43c9-825a-04c6cce113b8,Analog
_8d10bae7-bd34-41e6-bc2e-3491e6dff8d8,Network/Companies/SIN/03OCC/03   ESG/34.5/UN-04/Q,Q,03   ESG CG-51045 EOLIC      MVAR,Q (1642),CG-51045 EOLIC      MVAR,true,Reactive power,,2948413,_57df66fb-f861-43c9-825a-04c6cce113b8,Analog
_38e69eee-5a7c-4a9f-8bd1-b2fab41f2dd7,Network/Companies/SIN/03OCC/03   ESG/34.5/UN-05/P,P,03   ESG CG-51055 EOLIC        MW,P (1631),CG-51055 EOLIC        MW,true,Real power,,2948421,_4e678aeb-2c62-43de-83d7-f8c224d79781,Analog
_31dddfea-ccfe-4bc4-8cd5-52021befd79d,Network/Companies/SIN/03OCC/03   ESG/34.5/UN-05/Q,Q,03   ESG CG-51055 EOLIC      MVAR,Q (1642),CG-51055 EOLIC      MVAR,true,Reactive power,,2948425,_4e678aeb-2c62-43de-83d7-f8c224d79781,Analog
_527b406f-cdf7-4507-af02-9da30e71cf86,Network/Companies/SIN/03OCC/03   ESG/34.5/UN-06/P,P,03   ESG CG-51065 EOLIC        MW,P (1631),CG-51065 EOLIC        MW,true,Real power,,2948433,_c240948d-2d08-41cc-8566-fc35d6a98b14,Analog
_d8aac294-6be2-48d6-9b20-ad853b1b2d6e,Network/Companies/SIN/03OCC/03   ESG/34.5/UN-06/Q,Q,03   ESG CG-51065 EOLIC      MVAR,Q (1642),CG-51065 EOLIC      MVAR,true,Reactive power,,2948437,_c240948d-2d08-41cc-8566-fc35d6a98b14,Analog
_8d922820-752c-40c9-a6b2-76ac5b4dfce9,Network/Companies/SIN/03OCC/03   EVI/34.5/UN-01/P,P,03   EVI LT-5115  CC 01        MW,P (1631),LT-5115  CC 01        MW,true,Real power,,2948697,_d0e09506-6b64-4f26-bf0e-edba87687266,Analog
_fd58b782-6dcd-40a2-aeeb-7db7c88c5929,Network/Companies/SIN/03OCC/03   EVI/34.5/UN-01/Q,Q,03   EVI LT-5115  CC 01      MVAR,Q (1642),LT-5115  CC 01      MVAR,true,Reactive power,,2948702,_d0e09506-6b64-4f26-bf0e-edba87687266,Analog
_cc0bbd83-8ea5-49df-ba22-eb6c3b24d490,Network/Companies/SIN/03OCC/03   EVI/34.5/UN-02/P,P,03   EVI LT-5125  CC 02        MW,P (1631),LT-5125  CC 02        MW,true,Real power,,2948714,_9bc06dcd-30d3-4573-9a8e-8efcf2c6c97d,Analog
_98e25212-c931-4fdd-856f-781493306b5d,Network/Companies/SIN/03OCC/03   EVI/34.5/UN-02/Q,Q,03   EVI LT-5125  CC 02      MVAR,Q (1642),LT-5125  CC 02      MVAR,true,Reactive power,,2948719,_9bc06dcd-30d3-4573-9a8e-8efcf2c6c97d,Analog
_273cf2df-8350-4c01-8ef8-380f23b88a6d,Network/Companies/SIN/03OCC/03   EVI/34.5/UN-03/P,P,03   EVI LT-5135  CC 03        MW,P (1631),LT-5135  CC 03        MW,true,Real power,,2948731,_05e55621-62f8-4877-849a-fe1e8bf17872,Analog
_5112a4ef-ba62-48b7-94b4-eec2c1e1a266,Network/Companies/SIN/03OCC/03   EVI/34.5/UN-03/Q,Q,03   EVI LT-5135  CC 03      MVAR,Q (1642),LT-5135  CC 03      MVAR,true,Reactive power,,2948736,_05e55621-62f8-4877-849a-fe1e8bf17872,Analog
_7fa36982-a88b-4ce2-99ee-59de4e23fff5,Network/Companies/SIN/03OCC/03   EVI/34.5/UN-04/P,P,03   EVI LT-5145  CC 04        MW,P (1631),LT-5145  CC 04        MW,true,Real power,,2948748,_bf3e7b3b-a0d0-449a-8cf2-6e9a82cc588b,Analog
_eedeb145-c5ce-4821-b710-6416fb1c8075,Network/Companies/SIN/03OCC/03   EVI/34.5/UN-04/Q,Q,03   EVI LT-5145  CC 04      MVAR,Q (1642),LT-5145  CC 04      MVAR,true,Reactive power,,2948753,_bf3e7b3b-a0d0-449a-8cf2-6e9a82cc588b,Analog
_002adb20-2db1-4a3e-b183-dc3e8729811b,Network/Companies/SIN/03OCC/03   EVI/34.5/UN-05/P,P,03   EVI LT-5155  CC 05        MW,P (1631),LT-5155  CC 05        MW,true,Real power,,2948765,_1c95fd1b-4c5e-49ba-a34a-de4ac2453300,Analog
_298090d8-10f7-4dc9-a57e-7ab746cf9af8,Network/Companies/SIN/03OCC/03   EVI/34.5/UN-05/Q,Q,03   EVI LT-5155  CC 05      MVAR,Q (1642),LT-5155  CC 05      MVAR,true,Reactive power,,2948770,_1c95fd1b-4c5e-49ba-a34a-de4ac2453300,Analog
_74f5a7e3-c0d1-4d0a-b1cb-66ef643d6ea7,Network/Companies/SIN/03OCC/03   EVI/34.5/UN-06/P,P,03   EVI LT-5165  CC 06        MW,P (1631),LT-5165  CC 06        MW,true,Real power,,2948782,_117ec6c6-5599-4f23-9fdb-22b897252432,Analog
_bb4d905f-5a48-4b4a-87e8-22aaf9a6b243,Network/Companies/SIN/03OCC/03   EVI/34.5/UN-06/Q,Q,03   EVI LT-5165  CC 06      MVAR,Q (1642),LT-5165  CC 06      MVAR,true,Reactive power,,2948787,_117ec6c6-5599-4f23-9fdb-22b897252432,Analog
_9ba771df-0d6b-41e8-9d9a-ac7e9a0d3f21,Network/Companies/SIN/03OCC/03   FAP/33/UN-01/P,P,03   FAP UN-01    NETA         MW,P (1631),UN-01    NETA         MW,true,Real power,,2949130,_2c40ad75-111f-40e2-843a-587e7b2f231a,Analog
_628604e1-4251-4cfd-a636-fbe07741cdeb,Network/Companies/SIN/03OCC/03   FAP/33/UN-01/Q,Q,03   FAP UN-01    NETA       MVAR,Q (1642),UN-01    NETA       MVAR,true,Reactive power,,2949135,_2c40ad75-111f-40e2-843a-587e7b2f231a,Analog
_d2fc13c4-50be-49a8-aaae-59a9cbd36cdd,Network/Companies/SIN/03OCC/03   FAP/33/UN-02/P,P,03   FAP UN-02    NETA         MW,P (1631),UN-02    NETA         MW,true,Real power,,2949144,_361ae799-0072-4f09-995f-83f7229c31d9,Analog
_88560871-69e9-4779-9cfe-a18810d320ab,Network/Companies/SIN/03OCC/03   FAP/33/UN-02/Q,Q,03   FAP UN-02    NETA       MVAR,Q (1642),UN-02    NETA       MVAR,true,Reactive power,,2949149,_361ae799-0072-4f09-995f-83f7229c31d9,Analog
_7419813d-6a72-41b3-a7ee-b5a4209e7225,Network/Companies/SIN/03OCC/03   FAP/33/UN-03/P,P,03   FAP UN-03    NETA         MW,P (1631),UN-03    NETA         MW,true,Real power,,2949158,_73bb8f1a-f895-46c6-a4a3-b7478c34f57b,Analog
_7a19a814-cdfb-4848-99a3-4d0e0b626099,Network/Companies/SIN/03OCC/03   FAP/33/UN-03/Q,Q,03   FAP UN-03    NETA       MVAR,Q (1642),UN-03    NETA       MVAR,true,Reactive power,,2949163,_73bb8f1a-f895-46c6-a4a3-b7478c34f57b,Analog
_d86b3b4f-f25b-42c9-b759-f97ad0b55fa8,Network/Companies/SIN/03OCC/03   FAP/33/UN-04/P,P,03   FAP UN-04    NETA         MW,P (1631),UN-04    NETA         MW,true,Real power,,2949172,_9385ed09-4e23-43f6-8fb9-fdb8d0ccffae,Analog
_1a1ad458-7299-4e06-ac3b-45b72750849b,Network/Companies/SIN/03OCC/03   FAP/33/UN-04/Q,Q,03   FAP UN-04    NETA       MVAR,Q (1642),UN-04    NETA       MVAR,true,Reactive power,,2949177,_9385ed09-4e23-43f6-8fb9-fdb8d0ccffae,Analog
_e7628588-c9ae-4688-bcc1-133ada5c162c,Network/Companies/SIN/03OCC/03   FAP/33/UN-05/P,P,03   FAP UN-05    NETA         MW,P (1631),UN-05    NETA         MW,true,Real power,,2949186,_8ef1ed55-f070-4c93-8ed8-bf76441c015a,Analog
_b87e2e48-c56c-4487-8511-a1a827135f95,Network/Companies/SIN/03OCC/03   FAP/33/UN-05/Q,Q,03   FAP UN-05    NETA       MVAR,Q (1642),UN-05    NETA       MVAR,true,Reactive power,,2949191,_8ef1ed55-f070-4c93-8ed8-bf76441c015a,Analog
_2b97a006-cdad-4f65-b08e-11e78a835c73,Network/Companies/SIN/03OCC/03   FOJ/0.69/UN-01/P,P,03   FOJ CG-11010 FVOLT        MW,P (1631),CG-11010 FVOLT        MW,true,Real power,,2949285,_aa2ad2c9-2cba-4b21-b30e-7a0bc14dff13,Analog
_01ef30da-5294-43eb-9fa8-43fcd5621588,Network/Companies/SIN/03OCC/03   FOJ/0.69/UN-01/Q,Q,03   FOJ CG-11010 FVOLT      MVAR,Q (1642),CG-11010 FVOLT      MVAR,true,Reactive power,,2949293,_aa2ad2c9-2cba-4b21-b30e-7a0bc14dff13,Analog
_b7648bd8-dc8b-42a0-9e2c-a640fa640de8,Network/Companies/SIN/03OCC/03   FOJ/0.69/UN-02/P,P,03   FOJ CG-11020 FVOLT        MW,P (1631),CG-11020 FVOLT        MW,true,Real power,,2949309,_4859f2cc-7a4b-4244-8d52-ce654792ab7c,Analog
_528971c1-45ba-4d8a-ab56-4beddc8a7646,Network/Companies/SIN/03OCC/03   FOJ/0.69/UN-02/Q,Q,03   FOJ CG-11020 FVOLT      MVAR,Q (1642),CG-11020 FVOLT      MVAR,true,Reactive power,,2949317,_4859f2cc-7a4b-4244-8d52-ce654792ab7c,Analog
_18db9155-9358-44d9-8691-b1199d226c4c,Network/Companies/SIN/03OCC/03   FOJ/0.69/UN-03/P,P,03   FOJ CG-11030 FVOLT        MW,P (1631),CG-11030 FVOLT        MW,true,Real power,,2949333,_f04bf836-5f69-435c-b96c-422c674fa7ff,Analog
_940b6a1f-5f7e-45d0-9adf-308498f883eb,Network/Companies/SIN/03OCC/03   FOJ/0.69/UN-03/Q,Q,03   FOJ CG-11030 FVOLT      MVAR,Q (1642),CG-11030 FVOLT      MVAR,true,Reactive power,,2949341,_f04bf836-5f69-435c-b96c-422c674fa7ff,Analog
_575d31a2-773f-43e4-a514-1b39b099285c,Network/Companies/SIN/03OCC/03   FOJ/0.69/UN-04/P,P,03   FOJ CG-11040 FVOLT        MW,P (1631),CG-11040 FVOLT        MW,true,Real power,,2949357,_c848a131-f358-44b3-9135-9163e9c00387,Analog
