ID,Path,Name,Description,ElementName,ElementText,IncludeInSE,MeasurementType,mRID,InternalId,Parent,ObjectType
_87c0592e-8fdc-4ca4-a46f-86fbc10d1d68,Network/Companies/SIN/02ORI/02SURSMJ/13.8/T-02 115\13.8/Q,Q,02SURSMJ T -02    115/13.8 X MVAR,Q (1642),T -02    115/13.8 X MVAR,true,Reactive power,,48876080,_a920e5b8-0e20-4263-a90a-e3ffd08a44c3,Analog
_0cb6f800-b026-4862-b374-ab813e832598,Network/Companies/SIN/02ORI/02SURSMJ/13.8/T-02 115\13.8/P,P,02SURSMJ T -02    115/13.8 X   MW,P (1631),T -02    115/13.8 X   MW,true,Real power,,48876087,_a920e5b8-0e20-4263-a90a-e3ffd08a44c3,Analog
_D1C94CFE-C19F-43F9-BD69-EB69B66CC0DF,Network/Companies/BCA/07BCA/07   PND/230/UN01/P,P,07   PND UN-01    BRUTA        MW,P (1631),UN-01    BRUTA        MW,true,Real power,,48876215,_47E3C563-AF64-4294-95A6-563D303AC74C,Analog
_EE7C322E-94B2-46CE-A37F-02988470FF3F,Network/Companies/BCA/07BCA/07   PND/230/UN01/Q,Q,07   PND UN-01    BRUTA      MVAR,Q (1642),UN-01    BRUTA      MVAR,true,Reactive power,,48876219,_47E3C563-AF64-4294-95A6-563D303AC74C,Analog
_9470898C-BB6B-483D-914C-2B102ACC0C45,Network/Companies/BCA/07BCA/07   PND/230/T01/P,P,07   PND T -01    230/13.8 X   MW,P (1631),T -01    230/13.8 X   MW,true,Real power,,48876867,_F5B4BDB8-3F4A-4BC2-ACB2-56840275C9AE,Analog
_9B91CBC9-725F-45BC-B4F4-1A788C57948E,Network/Companies/BCA/07BCA/07   PND/230/T01/Q,Q,07   PND T -01    230/13.8 X MVAR,Q (1642),T -01    230/13.8 X MVAR,true,Reactive power,,48876871,_F5B4BDB8-3F4A-4BC2-ACB2-56840275C9AE,Analog
_13267F08-50E7-4A9B-A7F5-17DFA13A7D19,Network/Companies/BCA/07BCA/07   PND/230/UNPTA/P,P,07   PND UN-PTA   BRUTA        MW,P (1631),UN-PTA   BRUTA        MW,true,Real power,,48877249,_CB632857-9C51-45A2-A569-56E8C9C157BD,Analog
_6BBF1639-9C03-4CF5-9FD3-C35EB6C3E50D,Network/Companies/BCA/07BCA/07   PND/230/UNPTA/Q,Q,07   PND UN-PTA   BRUTA      MVAR,Q (1642),UN-PTA   BRUTA      MVAR,true,Reactive power,,48877253,_CB632857-9C51-45A2-A569-56E8C9C157BD,Analog
_A6297041-F7F8-49C4-9BB7-EC9D75F4510C,Network/Companies/BCA/07BCA/07   MCI/161/UN-01/P,P,07   MCI T -01    161/138 H    MW,P (1631),T -01    161/138 H    MW,true,Real power,,48884369,_AF743635-1F1A-4F0F-BFE0-519040824F6E,Analog
_336311AB-EF9A-4644-84E0-45AD4CB54ADE,Network/Companies/BCA/07BCA/07   MCI/161/UN-01/Q,Q,07   MCI T -01    161/138 H  MVAR,Q (1642),T -01    161/138 H  MVAR,true,Reactive power,,48884373,_AF743635-1F1A-4F0F-BFE0-519040824F6E,Analog
_362B74FF-1E3A-4529-9B7C-3A253405EDB7,Network/Companies/BCA/07BCA/07   MCI/161/UN-02/P,P,07   MCI T -02    161/138 H    MW,P (1631),T -02    161/138 H    MW,true,Real power,,48884377,_38B4695D-0EFE-47E9-AE04-63F58777C663,Analog
_BF10105D-59E7-4C11-917A-9C1BF7D9AFA6,Network/Companies/BCA/07BCA/07   MCI/161/UN-02/Q,Q,07   MCI T -02    161/138 H  MVAR,Q (1642),T -02    161/138 H  MVAR,true,Reactive power,,48884381,_38B4695D-0EFE-47E9-AE04-63F58777C663,Analog
_F32EB56E-FA6E-439D-86D5-86BB7D930452,Network/Companies/BCA/07BCA/07   MCI/161/IN-89010 AMARRE    B1\B2/P,P,07   MCI IN-89010 AMR          MW,P (1631),IN-89010 AMR          MW,true,Real power,,48884411,_70E49DB0-76D7-4385-9F55-8B5353863D08,Analog
_C9E1288B-9050-4CAF-9582-16A112FB41D7,Network/Companies/BCA/07BCA/07   MCI/161/IN-89010 AMARRE    B1\B2/Q,Q,07   MCI IN-89010 AMR        MVAR,Q (1642),IN-89010 AMR        MVAR,true,Reactive power,,48884415,_70E49DB0-76D7-4385-9F55-8B5353863D08,Analog
_8D93DD4F-B55D-4FC1-B0AD-3FB6359010AA,Network/Companies/BCA/07BCA/07   MCI/230/IN-99010 AMARRE    B1\B2/P,P,07   MCI IN-99010 AMR          MW,P (1631),IN-99010 AMR          MW,true,Real power,,48884465,_E9AD4758-7A89-425C-856E-366FED8C7D45,Analog
_BF188B60-E9A2-4203-A273-F4E9872115C8,Network/Companies/BCA/07BCA/07   MCI/230/IN-99010 AMARRE    B1\B2/Q,Q,07   MCI IN-99010 AMR        MVAR,Q (1642),IN-99010 AMR        MVAR,true,Reactive power,,48884469,_E9AD4758-7A89-425C-856E-366FED8C7D45,Analog
_6C4A385B-753C-4E07-8598-02E0B5F21036,Network/Companies/BCA/07BCA/07   MCI/230/UN-03/P,P,07   MCI T -03    230/138 H    MW,P (1631),T -03    230/138 H    MW,true,Real power,,48884473,_D30B2E5B-4801-4401-9DD2-25421E31744F,Analog
_E9BC1B5F-921F-4803-AE0C-7E1B79652569,Network/Companies/BCA/07BCA/07   MCI/230/UN-03/Q,Q,07   MCI T -03    230/138 H  MVAR,Q (1642),T -03    230/138 H  MVAR,true,Reactive power,,48884477,_D30B2E5B-4801-4401-9DD2-25421E31744F,Analog
_793145C7-4B74-4064-94AE-D4ECE1B1FEB5,Network/Companies/BCA/07BCA/07   MCI/230/UN-04/P,P,07   MCI T -04    230/138 H    MW,P (1631),T -04    230/138 H    MW,true,Real power,,48884481,_2C699042-E97A-426E-9601-B32D43695DA6,Analog
_473DAA2F-0444-4A6B-9AF5-B7CD3FABE9F9,Network/Companies/BCA/07BCA/07   MCI/230/UN-04/Q,Q,07   MCI T -04    230/138 H  MVAR,Q (1642),T -04    230/138 H  MVAR,true,Reactive power,,48884485,_2C699042-E97A-426E-9601-B32D43695DA6,Analog
_4CFD702C-6123-4CB9-84DE-647927DF1FF3,Network/Companies/BCA/07BCA/07   MCI/230/UN-05/P,P,07   MCI T -05    230/138 H    MW,P (1631),T -05    230/138 H    MW,true,Real power,,48884489,_22904819-F4A6-4B8E-919D-33B3C5BB17DD,Analog
_9B8C74AD-D9DE-4516-A801-16082D44E462,Network/Companies/BCA/07BCA/07   MCI/230/UN-05/Q,Q,07   MCI T -05    230/138 H  MVAR,Q (1642),T -05    230/138 H  MVAR,true,Reactive power,,48884493,_22904819-F4A6-4B8E-919D-33B3C5BB17DD,Analog
_385F152A-55C3-4B34-8608-E2B2774EFA4D,Network/Companies/BCA/07BCA/07   MCI/230/UN-06/P,P,07   MCI T -06    230/138 H    MW,P (1631),T -06    230/138 H    MW,true,Real power,,48884497,_4A57BE90-6789-4DD7-A4AC-0405198987B3,Analog
_F29F3B83-67B3-47E5-A8BC-72D3372366D2,Network/Companies/BCA/07BCA/07   MCI/230/UN-06/Q,Q,07   MCI T -06    230/138 H  MVAR,Q (1642),T -06    230/138 H  MVAR,true,Reactive power,,48884501,_4A57BE90-6789-4DD7-A4AC-0405198987B3,Analog
_E6429E3F-18B6-45A8-A01A-133F6A84157A,Network/Companies/BCA/07BCA/07   MCI/230/UN-07/P,P,07   MCI T -07    230/138 H    MW,P (1631),T -07    230/138 H    MW,true,Real power,,48884505,_5C06DE1D-4859-4E06-BAE5-BE78DAFB0A50,Analog
_B4AD26C3-222F-4A85-8E61-AF0A1AFF5CCC,Network/Companies/BCA/07BCA/07   MCI/230/UN-07/Q,Q,07   MCI T -07    230/138 H  MVAR,Q (1642),T -07    230/138 H  MVAR,true,Reactive power,,48884509,_5C06DE1D-4859-4E06-BAE5-BE78DAFB0A50,Analog
_EDB40ABE-2D53-4720-A24B-C9D81365CE83,Network/Companies/BCA/07BCA/07   MCI/230/UN-08/P,P,07   MCI T -08    230/138 H    MW,P (1631),T -08    230/138 H    MW,true,Real power,,48884513,_B7135C44-5EDA-4FC3-8FF9-DC45DC690FEF,Analog
_F0199CF7-C3A2-4E20-B706-78F39D768BA8,Network/Companies/BCA/07BCA/07   MCI/230/UN-08/Q,Q,07   MCI T -08    230/138 H  MVAR,Q (1642),T -08    230/138 H  MVAR,true,Reactive power,,48884517,_B7135C44-5EDA-4FC3-8FF9-DC45DC690FEF,Analog
_D85D2E4E-70DA-4127-8094-5FA8EB971697,Network/Companies/SIN/02ORI/02SURFCM/115/CP-03/Q,Q,02SURFCM CP-03    B 115      MVAR,Q (1642),CP-03    B 115      MVAR,false,Non-specific,,48885204,_43eeec52-8f8c-48b4-964a-b83e1244e911,Analog
_e3d5b3df-dfba-4157-b3d9-deae5cc9fe0e,Network/Companies/SIN/08PEN/08   UAY/115/IN-73C00 TMD          LT/P,P,08   UAY LT-73C00 TMD          MW,P (1631),LT-73C00 TMD          MW,false,Real power,,48979101,_7dba67c1-2ab1-48f8-9655-d21aae632dd3,Analog
_689b8ed1-f40f-4ea5-97d0-801fee2bc6da,Network/Companies/SIN/08PEN/08   UAY/115/IN-73C00 TMD          LT/Q,Q,08   UAY LT-73C00 TMD        MVAR,Q (1642),LT-73C00 TMD        MVAR,false,Reactive power,,48979102,_7dba67c1-2ab1-48f8-9655-d21aae632dd3,Analog
_f67e563e-6a48-4ad2-85f4-b04b78fbcedd,Network/Companies/SIN/08PEN/08   UAY/115/IN-73T00 TMD          LT/P,P,08   UAY LT-73T00 TMD          MW,P (1631),LT-73T00 TMD          MW,false,Real power,,48979103,_e14588f6-5216-45c3-8b61-c3a6b20be206,Analog
_37878ee3-606c-499d-b01a-4c991243fa76,Network/Companies/SIN/08PEN/08   UAY/115/IN-73T00 TMD          LT/Q,Q,08   UAY LT-73T00 TMD        MVAR,Q (1642),LT-73T00 TMD        MVAR,false,Reactive power,,48979104,_e14588f6-5216-45c3-8b61-c3a6b20be206,Analog
_AE6BCF86-2E6C-4C98-AAF3-EC2AECF8AEA4,Network/Companies/BCA/07BCA/07   PND/230/T02/P,P,07   PND T -02    230/13.8 X   MW,P (1631),T -02    230/13.8 X   MW,true,Real power,,48980196,_25D028E1-0E58-4B5C-B2A7-8518BB29854B,Analog
_63282024-F13A-41E8-BDF3-8E1BB9BFA5E6,Network/Companies/BCA/07BCA/07   PND/230/T02/Q,Q,07   PND T -02    230/13.8 X MVAR,Q (1642),T -02    230/13.8 X MVAR,true,Reactive power,,48980227,_25D028E1-0E58-4B5C-B2A7-8518BB29854B,Analog
_FE13D207-F12B-4161-BAD0-41D1D5B177C6,Network/Companies/BCA/07BCA/07   PND/230/T03/P,P,07   PND T -03    230/13.8 X   MW,P (1631),T -03    230/13.8 X   MW,true,Real power,,48980238,_246DB8C8-ECA7-4407-8B41-B27790CB59DB,Analog
_AC1589AB-744C-4CCB-9EF6-60BF74643594,Network/Companies/BCA/07BCA/07   PND/230/T03/Q,Q,07   PND T -03    230/13.8 X MVAR,Q (1642),T -03    230/13.8 X MVAR,true,Reactive power,,48980269,_246DB8C8-ECA7-4407-8B41-B27790CB59DB,Analog
_1D85A5F1-E13D-45CA-AAFE-6C8BB489D3F0,Network/Companies/BCA/07BCA/07   PND/230/T04/P,P,07   PND T -04    230/13.8 X   MW,P (1631),T -04    230/13.8 X   MW,true,Real power,,48980280,_EE758693-5C32-4F34-8E06-BBF4D6EF42EC,Analog
_9AFA3BB2-9CAA-4F29-B51D-F408905D6999,Network/Companies/BCA/07BCA/07   PND/230/T04/Q,Q,07   PND T -04    230/13.8 X MVAR,Q (1642),T -04    230/13.8 X MVAR,true,Reactive power,,48980311,_EE758693-5C32-4F34-8E06-BBF4D6EF42EC,Analog
_B5425DEF-CEFC-4538-B0E0-98859FCB98D6,Network/Companies/BCA/07BCA/07   PND/230/UN02/P,P,07   PND UN-02    BRUTA        MW,P (1631),UN-02    BRUTA        MW,true,Real power,,48980337,_B95C4306-1147-4C1F-B1F6-4B656FB98416,Analog
_5897B380-BF8D-400E-A9FF-CD948185ACBB,Network/Companies/BCA/07BCA/07   PND/230/UN02/Q,Q,07   PND UN-02    BRUTA      MVAR,Q (1642),UN-02    BRUTA      MVAR,true,Reactive power,,48980361,_B95C4306-1147-4C1F-B1F6-4B656FB98416,Analog
_db74d80f-9b0a-4a87-aa6a-f3488324cb05,Network/Companies/BCA/07BCA/07   PND/230/UN03/P,P,07   PND UN-03    BRUTA        MW,P (1631),UN-03    BRUTA        MW,true,Real power,,48980370,_44904bd7-5d6f-4626-906e-c310ab1d2045,Analog
_4a83904d-f7b2-4db1-b88c-4996b25cb391,Network/Companies/BCA/07BCA/07   PND/230/UN03/Q,Q,07   PND UN-03    BRUTA      MVAR,Q (1642),UN-03    BRUTA      MVAR,true,Reactive power,,48980382,_44904bd7-5d6f-4626-906e-c310ab1d2045,Analog
_3cd41b19-a02e-4749-9e3a-f517418eb2a5,Network/Companies/BCA/07BCA/07   PND/230/UN04/P,P,07   PND UN-04    BRUTA        MW,P (1631),UN-04    BRUTA        MW,true,Real power,,48980420,_14ee75cc-19eb-46f1-a56b-4328b0e32460,Analog
_d24a1d33-84ba-4d61-8cc7-98e0484e2bf7,Network/Companies/BCA/07BCA/07   PND/230/UN04/Q,Q,07   PND UN-04    BRUTA      MVAR,Q (1642),UN-04    BRUTA      MVAR,true,Reactive power,,48980432,_14ee75cc-19eb-46f1-a56b-4328b0e32460,Analog
_8753a3cb-f1a4-48c0-b34b-0be39140cd2a,Network/Companies/BCA/07BCA/07   PND/230/UN05/P,P,07   PND UN-05    BRUTA        MW,P (1631),UN-05    BRUTA        MW,true,Real power,,48980470,_6f09abc8-b61c-4b7c-ba31-b965b294685a,Analog
_5f52fde3-b6a8-42bd-a357-53b1358425c2,Network/Companies/BCA/07BCA/07   PND/230/UN05/Q,Q,07   PND UN-05    BRUTA      MVAR,Q (1642),UN-05    BRUTA      MVAR,true,Reactive power,,48980482,_6f09abc8-b61c-4b7c-ba31-b965b294685a,Analog
_ec3609cd-883a-44ac-a745-488cdf0c160d,Network/Companies/BCA/07BCA/07   PND/230/UN06/P,P,07   PND UN-06    BRUTA        MW,P (1631),UN-06    BRUTA        MW,true,Real power,,48980520,_8c0daae1-a5ab-4173-8419-83b30167ae06,Analog
_d8b916ad-32cc-455f-8d54-b4b1308c90bd,Network/Companies/BCA/07BCA/07   PND/230/UN06/Q,Q,07   PND UN-06    BRUTA      MVAR,Q (1642),UN-06    BRUTA      MVAR,true,Reactive power,,48980532,_8c0daae1-a5ab-4173-8419-83b30167ae06,Analog
_b36289b3-0c1c-40d9-8b8b-a1e4fbab12aa,Network/Companies/BCA/07BCA/07   PND/230/UN07/P,P,07   PND UN-07    BRUTA        MW,P (1631),UN-07    BRUTA        MW,true,Real power,,48980570,_4fb3cda9-d51d-4f98-9129-2b4ff349f57a,Analog
_70e4a93c-851e-49ae-8d9b-e6202d105e06,Network/Companies/BCA/07BCA/07   PND/230/UN07/Q,Q,07   PND UN-07    BRUTA      MVAR,Q (1642),UN-07    BRUTA      MVAR,true,Reactive power,,48980582,_4fb3cda9-d51d-4f98-9129-2b4ff349f57a,Analog
_265e902a-1b47-4c8c-90b1-25c2c8b337b3,Network/Companies/BCA/07BCA/07   PND/230/UN08/P,P,07   PND UN-08    BRUTA        MW,P (1631),UN-08    BRUTA        MW,true,Real power,,48980620,_4feebb9d-fbda-4e3b-a616-912355e71359,Analog
_92cabbb3-cb36-4fa2-a4d3-d5fdf744a0fb,Network/Companies/BCA/07BCA/07   PND/230/UN08/Q,Q,07   PND UN-08    BRUTA      MVAR,Q (1642),UN-08    BRUTA      MVAR,true,Reactive power,,48980632,_4feebb9d-fbda-4e3b-a616-912355e71359,Analog
_937d0fa5-508f-4658-b34e-8c63b080c627,Network/Companies/BCA/07BCA/07   PND/230/UN09/P,P,07   PND UN-09    BRUTA        MW,P (1631),UN-09    BRUTA        MW,true,Real power,,48980670,_1f2f2658-be3f-4c51-9425-f86cd579e817,Analog
_0872575e-51c8-4d7b-bdad-83e0713bd97e,Network/Companies/BCA/07BCA/07   PND/230/UN09/Q,Q,07   PND UN-09    BRUTA      MVAR,Q (1642),UN-09    BRUTA      MVAR,true,Reactive power,,48980682,_1f2f2658-be3f-4c51-9425-f86cd579e817,Analog
_0bf358e8-8180-4dfb-b23b-64a5a0bd16e6,Network/Companies/BCA/07BCA/07   PND/230/UN10/P,P,07   PND UN-10    BRUTA        MW,P (1631),UN-10    BRUTA        MW,true,Real power,,48980720,_76c1d791-fcd6-4c68-8936-c8bde50a5f89,Analog
_04b1f832-a39b-4aaf-bc4d-3e3e6001a2b8,Network/Companies/BCA/07BCA/07   PND/230/UN10/Q,Q,07   PND UN-10    BRUTA      MVAR,Q (1642),UN-10    BRUTA      MVAR,true,Reactive power,,48980732,_76c1d791-fcd6-4c68-8936-c8bde50a5f89,Analog
_738d4ffe-07a4-4dc3-8eaa-a8cdc7e7773c,Network/Companies/BCA/07BCA/07   PND/230/UN11/P,P,07   PND UN-11    BRUTA        MW,P (1631),UN-11    BRUTA        MW,true,Real power,,48980770,_e361922c-b3d5-4915-9736-7e91104e2266,Analog
_291e3499-8148-47d7-90b5-bccdd16fcad6,Network/Companies/BCA/07BCA/07   PND/230/UN11/Q,Q,07   PND UN-11    BRUTA      MVAR,Q (1642),UN-11    BRUTA      MVAR,true,Reactive power,,48980782,_e361922c-b3d5-4915-9736-7e91104e2266,Analog
_791c89e2-cc85-44c5-bf6d-3b7a5f33e54e,Network/Companies/BCA/07BCA/07   PND/230/UN12/P,P,07   PND UN-12    BRUTA        MW,P (1631),UN-12    BRUTA        MW,true,Real power,,48980820,_51c74aa8-dd82-4f73-a07b-8b152667c5de,Analog
_818f8bc2-ab86-41be-863a-c658fc3fd62a,Network/Companies/BCA/07BCA/07   PND/230/UN12/Q,Q,07   PND UN-12    BRUTA      MVAR,Q (1642),UN-12    BRUTA      MVAR,true,Reactive power,,48980832,_51c74aa8-dd82-4f73-a07b-8b152667c5de,Analog
_2c7ee949-02d4-435f-b88f-d824fe4da55e,Network/Companies/BCA/07BCA/07   PND/230/UN13/P,P,07   PND UN-13    BRUTA        MW,P (1631),UN-13    BRUTA        MW,true,Real power,,48980870,_d5fbe046-2b7d-46a9-9f3d-91c47d2f423b,Analog
_4ecbacd4-447d-4af2-9de0-982f8f235ac5,Network/Companies/BCA/07BCA/07   PND/230/UN13/Q,Q,07   PND UN-13    BRUTA      MVAR,Q (1642),UN-13    BRUTA      MVAR,true,Reactive power,,48980882,_d5fbe046-2b7d-46a9-9f3d-91c47d2f423b,Analog
_0eaafd29-a31d-4bcf-82c2-e44b61dd1f95,Network/Companies/BCA/07BCA/07   PND/230/UN14/P,P,07   PND UN-14    BRUTA        MW,P (1631),UN-14    BRUTA        MW,true,Real power,,48980920,_387ff82c-f007-46e3-9b03-704adbc45200,Analog
_a4ab53cd-6582-46eb-851b-d1af220f8ad2,Network/Companies/BCA/07BCA/07   PND/230/UN14/Q,Q,07   PND UN-14    BRUTA      MVAR,Q (1642),UN-14    BRUTA      MVAR,true,Reactive power,,48980932,_387ff82c-f007-46e3-9b03-704adbc45200,Analog
_5ba25c41-ddb4-4d76-9854-fc5e145dde07,Network/Companies/BCA/07BCA/07   PND/230/UN15/P,P,07   PND UN-15    BRUTA        MW,P (1631),UN-15    BRUTA        MW,true,Real power,,48980970,_62634476-b967-406c-8214-7f4812766020,Analog
_f2c52355-4d33-40f3-b030-6c20fc7cb936,Network/Companies/BCA/07BCA/07   PND/230/UN15/Q,Q,07   PND UN-15    BRUTA      MVAR,Q (1642),UN-15    BRUTA      MVAR,true,Reactive power,,48980982,_62634476-b967-406c-8214-7f4812766020,Analog
_f8f098f3-aa04-4786-91e5-82e7c75c420d,Network/Companies/BCA/07BCA/07   PND/230/UN16/P,P,07   PND UN-16    BRUTA        MW,P (1631),UN-16    BRUTA        MW,true,Real power,,48981020,_595e44ef-6280-4910-a068-02c15163f1dc,Analog
_a2daf079-ff58-4995-9b6f-f1186b29df79,Network/Companies/BCA/07BCA/07   PND/230/UN16/Q,Q,07   PND UN-16    BRUTA      MVAR,Q (1642),UN-16    BRUTA      MVAR,true,Reactive power,,48981032,_595e44ef-6280-4910-a068-02c15163f1dc,Analog
_b819fd40-2334-465f-a9dd-c7ea7d8301da,Network/Companies/BCA/07BCA/07   PND/230/UN17/P,P,07   PND UN-17    BRUTA        MW,P (1631),UN-17    BRUTA        MW,true,Real power,,48981070,_6cb26895-1f48-4a32-ae2c-790a0148fdf7,Analog
_958b50a3-4f26-4b54-a3b5-0dcf520d45ac,Network/Companies/BCA/07BCA/07   PND/230/UN17/Q,Q,07   PND UN-17    BRUTA      MVAR,Q (1642),UN-17    BRUTA      MVAR,true,Reactive power,,48981082,_6cb26895-1f48-4a32-ae2c-790a0148fdf7,Analog
_08d306d9-0718-48d3-a543-72b957153d55,Network/Companies/BCA/07BCA/07   PND/230/UN18/P,P,07   PND UN-18    BRUTA        MW,P (1631),UN-18    BRUTA        MW,true,Real power,,48981120,_cfde68a6-2ddc-4b87-b4d6-5e9f45fce058,Analog
_98043964-f7c9-42e5-9d83-7fcbaf1bac03,Network/Companies/BCA/07BCA/07   PND/230/UN18/Q,Q,07   PND UN-18    BRUTA      MVAR,Q (1642),UN-18    BRUTA      MVAR,true,Reactive power,,48981132,_cfde68a6-2ddc-4b87-b4d6-5e9f45fce058,Analog
_bfe35332-2824-4a2f-94d5-d56864330954,Network/Companies/BCA/07BCA/07   PND/230/UN19/P,P,07   PND UN-19    BRUTA        MW,P (1631),UN-19    BRUTA        MW,true,Real power,,48981170,_82b0c747-03b3-4bb7-b8e4-14a0ae4eadae,Analog
_49345534-3710-4d21-8635-401a9d3af569,Network/Companies/BCA/07BCA/07   PND/230/UN19/Q,Q,07   PND UN-19    BRUTA      MVAR,Q (1642),UN-19    BRUTA      MVAR,true,Reactive power,,48981182,_82b0c747-03b3-4bb7-b8e4-14a0ae4eadae,Analog
_2674c735-b448-42da-a9fb-cacb7333feea,Network/Companies/BCA/07BCA/07   PND/230/UN20/P,P,07   PND UN-20    BRUTA        MW,P (1631),UN-20    BRUTA        MW,true,Real power,,48981220,_20c0562b-6d7f-4f39-ba46-efcc22c74ced,Analog
_9b849e7d-5bf9-48d1-9612-58663d7a3c19,Network/Companies/BCA/07BCA/07   PND/230/UN20/Q,Q,07   PND UN-20    BRUTA      MVAR,Q (1642),UN-20    BRUTA      MVAR,true,Reactive power,,48981232,_20c0562b-6d7f-4f39-ba46-efcc22c74ced,Analog
_5cddaae5-5987-4515-8d86-93cf081838f6,Network/Companies/BCA/07BCA/07   PND/230/UN21/P,P,07   PND UN-21    BRUTA        MW,P (1631),UN-21    BRUTA        MW,true,Real power,,48981270,_f2408f6c-a9ab-46d0-bb5b-75a353d53192,Analog
_5e28238e-7e7d-49ad-a5fd-2f64b2d581ff,Network/Companies/BCA/07BCA/07   PND/230/UN21/Q,Q,07   PND UN-21    BRUTA      MVAR,Q (1642),UN-21    BRUTA      MVAR,true,Reactive power,,48981282,_f2408f6c-a9ab-46d0-bb5b-75a353d53192,Analog
_3b993fd9-6158-42e1-8be0-3d3ed13d4071,Network/Companies/BCA/07BCA/07   PND/230/UN22/P,P,07   PND UN-22    BRUTA        MW,P (1631),UN-22    BRUTA        MW,true,Real power,,48981320,_09bc248b-00d2-49d9-a946-627dbb3eb649,Analog
_82ae0d84-1c1c-482d-9e50-663c8ebb01c3,Network/Companies/BCA/07BCA/07   PND/230/UN22/Q,Q,07   PND UN-22    BRUTA      MVAR,Q (1642),UN-22    BRUTA      MVAR,true,Reactive power,,48981332,_09bc248b-00d2-49d9-a946-627dbb3eb649,Analog
_9aedcbb9-d6ab-47f4-894a-33f3f95724d6,Network/Companies/BCA/07BCA/07   MCI/161/UN05/P,P,07   MCI UN-05    BRUTA        MW,P (1631),UN-05    BRUTA        MW,true,Real power,,48982669,_eef4e2ba-6a48-48a2-bcc0-306129f39fb6,Analog
_bfd7dec7-0f68-468a-b6f6-c9dff8da813b,Network/Companies/BCA/07BCA/07   MCI/161/UN05/Q,Q,07   MCI UN-05    BRUTA      MVAR,Q (1642),UN-05    BRUTA      MVAR,true,Reactive power,,48982681,_eef4e2ba-6a48-48a2-bcc0-306129f39fb6,Analog
_da1fc25f-5a7e-419f-9631-b1958c213e4c,Network/Companies/BCA/07BCA/07   MCI/161/UN06/P,P,07   MCI UN-06    BRUTA        MW,P (1631),UN-06    BRUTA        MW,true,Real power,,48982719,_8da73eb4-3c07-4200-8b03-5f7a55b8bd2c,Analog
_47b94e91-4c51-41eb-ab98-ccfdeb017b76,Network/Companies/BCA/07BCA/07   MCI/161/UN06/Q,Q,07   MCI UN-06    BRUTA      MVAR,Q (1642),UN-06    BRUTA      MVAR,true,Reactive power,,48982731,_8da73eb4-3c07-4200-8b03-5f7a55b8bd2c,Analog
_733754db-8cd9-4ce2-95f8-3c2422f9617e,Network/Companies/BCA/07BCA/07   MCI/230/UN07/P,P,07   MCI UN-07    BRUTA        MW,P (1631),UN-07    BRUTA        MW,true,Real power,,48982769,_b1db265f-b83c-4a50-8432-0abc569a9f58,Analog
_408bba50-a184-4554-a0e3-d6ea1fa31ca6,Network/Companies/BCA/07BCA/07   MCI/230/UN07/Q,Q,07   MCI UN-07    BRUTA      MVAR,Q (1642),UN-07    BRUTA      MVAR,true,Reactive power,,48982781,_b1db265f-b83c-4a50-8432-0abc569a9f58,Analog
_9aa5bf5c-9495-4dcd-8317-82bda5081e76,Network/Companies/BCA/07BCA/07   MCI/230/UN08/P,P,07   MCI UN-08    BRUTA        MW,P (1631),UN-08    BRUTA        MW,true,Real power,,48982819,_aaf885c6-4781-4707-a2f5-49732003a54f,Analog
_5515ca59-159a-446b-9a1e-79b46fb1a600,Network/Companies/BCA/07BCA/07   MCI/230/UN08/Q,Q,07   MCI UN-08    BRUTA      MVAR,Q (1642),UN-08    BRUTA      MVAR,true,Reactive power,,48982831,_aaf885c6-4781-4707-a2f5-49732003a54f,Analog
_8be52012-91bb-4a08-99e2-161996b9a600,Network/Companies/BCA/07BCA/07   MCI/230/UN09/P,P,07   MCI UN-09    BRUTA        MW,P (1631),UN-09    BRUTA        MW,true,Real power,,48982869,_64054175-168b-493b-a638-1621606d3a2d,Analog
_41ff040b-cb64-4604-ae6e-3f21ac537a86,Network/Companies/BCA/07BCA/07   MCI/230/UN09/Q,Q,07   MCI UN-09    BRUTA      MVAR,Q (1642),UN-09    BRUTA      MVAR,true,Reactive power,,48982881,_64054175-168b-493b-a638-1621606d3a2d,Analog
_e683a4d6-d02d-40d4-99ba-bfc021031eaa,Network/Companies/BCA/07BCA/07   MCI/230/UN10/P,P,07   MCI UN-10    BRUTA        MW,P (1631),UN-10    BRUTA        MW,true,Real power,,48982919,_dbd1f795-cf11-49bd-8251-092d915e84be,Analog
_93167f63-a3f6-4bf8-8bec-69e585f36e74,Network/Companies/BCA/07BCA/07   MCI/230/UN10/Q,Q,07   MCI UN-10    BRUTA      MVAR,Q (1642),UN-10    BRUTA      MVAR,true,Reactive power,,48982931,_dbd1f795-cf11-49bd-8251-092d915e84be,Analog
_06a69c59-f016-4aa3-97da-dfd27d517422,Network/Companies/BCA/07BCA/07   MCI/230/UN11/P,P,07   MCI UN-11    BRUTA        MW,P (1631),UN-11    BRUTA        MW,true,Real power,,48982969,_2574bc4b-2c25-403b-8fd7-6e17fa9f7a99,Analog
_a3e5f041-97e3-4f9a-923b-2ed9809d9a0b,Network/Companies/BCA/07BCA/07   MCI/230/UN11/Q,Q,07   MCI UN-11    BRUTA      MVAR,Q (1642),UN-11    BRUTA      MVAR,true,Reactive power,,48982981,_2574bc4b-2c25-403b-8fd7-6e17fa9f7a99,Analog
