"PowerTransformer:
ID","PowerTransformer:
transformerType","PowerTransformer:
InternalId","PowerTransformer:
Name","PowerTransformer:
Parent","PowerTransformer:
ObjectType"
_7408e4fa-b4f2-4afd-9c3b-c737006841b9,voltageControl,800987,01HTC T03 85\23,_a1fe692c-4123-4fd3-b28a-571ec07d0c88,PowerTransformer
_99e01e2a-d53c-4470-b056-e14aa5c362c4,voltageControl,800993,01HTC T04 85\23,_a1fe692c-4123-4fd3-b28a-571ec07d0c88,PowerTransformer
_33e62d96-9d34-44a4-b417-1de5eb08a8de,voltageControl,802650,01INN T01 85\23,_3a33e304-6263-4f3a-8d60-1768fa56b596,PowerTransformer
_4af2e8b8-e75f-4187-b0f7-bbaa9bd707f7,voltageControl,802656,01INN T02 85\23,_3a33e304-6263-4f3a-8d60-1768fa56b596,PowerTransformer
_85d4e90f-b56d-4a14-9aa7-b4e246f04f5a,fix,802662,01INN T03 85\6.6,_3a33e304-6263-4f3a-8d60-1768fa56b596,PowerTransformer
_64a06236-c638-4888-94a7-978ab5ffa62b,fix,802667,01INN T04 85\6.6,_3a33e304-6263-4f3a-8d60-1768fa56b596,PowerTransformer
_a3e8b5ba-3750-4c91-8578-31a89aae45d2,voltageControl,803245,01INS T01 85\23,_42760f7a-e364-4292-bac5-20c7b2e4c731,PowerTransformer
_5f1f18df-1199-476a-87d8-68f149b3fcd4,voltageControl,803251,01INS T02 85\23,_42760f7a-e364-4292-bac5-20c7b2e4c731,PowerTransformer
_ca7ffb8d-d159-4b7a-bb02-b39ad5fd9fa9,voltageControl,803257,01INS T03 85\23,_42760f7a-e364-4292-bac5-20c7b2e4c731,PowerTransformer
_1c4aecc9-ee0c-4e1e-97f8-27bd391f84fb,voltageControl,803263,01INS T04 85\23,_42760f7a-e364-4292-bac5-20c7b2e4c731,PowerTransformer
_017975db-d889-4ba5-b76f-ab7759073371,voltageControl,803865,01IRO T01 230\23,_c2eeb31a-f6db-4490-9c07-d7bf4a1e3e5a,PowerTransformer
_b5de4fc4-7324-402c-86fa-92809b6cabfb,voltageControl,803871,01IRO T02 230\23,_c2eeb31a-f6db-4490-9c07-d7bf4a1e3e5a,PowerTransformer
_00103371-2206-4081-90a4-90debccce321,fix,804340,01IUN T01 115\23,_9d638480-7c6e-4d1c-a95f-01ef280c401a,PowerTransformer
_490d0aec-3efc-4d8d-bd44-d2f3a593d825,fix,804345,01IUN T01 23\0.4,_9d638480-7c6e-4d1c-a95f-01ef280c401a,PowerTransformer
_de8757ec-b225-476b-8a25-b177325d4506,voltageControl,804624,01IXL T01 230\23,_c6e20bf6-4db9-4313-a0a2-a84331c434a8,PowerTransformer
_11ff42d1-c425-4bc0-8e10-85ca99344b25,voltageControl,804630,01IXL T02 230\23,_c6e20bf6-4db9-4313-a0a2-a84331c434a8,PowerTransformer
_94b8bc76-aee8-488b-9336-25cfda143600,voltageControl,804636,01IXL T03 230\23,_c6e20bf6-4db9-4313-a0a2-a84331c434a8,PowerTransformer
_a29c91fc-23a2-4aac-8dbd-8222e2406a52,voltageControl,805350,01IZT T01 230\23,_f7184168-48d7-4c61-a494-c61bb7c9c9cb,PowerTransformer
_c51205be-65c1-4edf-a60e-0e19873661d3,voltageControl,805356,01IZT T02 230\23,_f7184168-48d7-4c61-a494-c61bb7c9c9cb,PowerTransformer
_77ca6e45-6dc7-4887-8632-295e2fbdd478,voltageControl,805362,01IZT T03 230\23,_f7184168-48d7-4c61-a494-c61bb7c9c9cb,PowerTransformer
_93d0de90-a87c-4262-8462-6587abe24b5a,fix,805368,01IZT T10 23\13.8,_f7184168-48d7-4c61-a494-c61bb7c9c9cb,PowerTransformer
_b66fe108-7314-4aae-bde5-9adf8b8df705,voltageControl,807642,01JAM T01 230\85,_bd7d69eb-e316-4d3d-ac81-43ab0c1c14b8,PowerTransformer
_7e19df42-3ba3-4e95-9678-261ffdb4d909,voltageControl,807648,01JAM T02 230\85,_bd7d69eb-e316-4d3d-ac81-43ab0c1c14b8,PowerTransformer
_1fef73a3-1240-4abe-8049-12233214191d,voltageControl,807660,01JAM T04 230\85,_bd7d69eb-e316-4d3d-ac81-43ab0c1c14b8,PowerTransformer
_2f305116-9544-434e-801e-62a104694193,voltageControl,807666,01JAM T05 85\23,_bd7d69eb-e316-4d3d-ac81-43ab0c1c14b8,PowerTransformer
_e84fc963-3863-4b2c-b68f-0e04167a8990,voltageControl,807672,01JAM T06 85\23,_bd7d69eb-e316-4d3d-ac81-43ab0c1c14b8,PowerTransformer
_9af114e3-8104-428a-be3a-1825ff8c7df9,voltageControl,807678,01JAM T07 85\23,_bd7d69eb-e316-4d3d-ac81-43ab0c1c14b8,PowerTransformer
_bb096d4e-3f6d-4a15-849c-3f44798c1fc8,voltageControl,808507,01JAS T01 230\85,_92421796-dcb7-4045-bf4e-4d9995afebb5,PowerTransformer
_b503c346-9489-4ff8-afb3-cd76f563b83d,voltageControl,808513,01JAS T02 230\85,_92421796-dcb7-4045-bf4e-4d9995afebb5,PowerTransformer
_3c8cb45b-57cf-4d1b-9924-d18a9ac63d8a,voltageControl,808519,01JAS T03 85\23,_92421796-dcb7-4045-bf4e-4d9995afebb5,PowerTransformer
_0f7e9e3c-d65d-4809-bc8c-3231e1992659,voltageControl,808525,01JAS T04 85\23,_92421796-dcb7-4045-bf4e-4d9995afebb5,PowerTransformer
_21550ce4-9ffe-4fd5-a5bb-088ef47350b4,voltageControl,808531,01JAS T05 230\85,_92421796-dcb7-4045-bf4e-4d9995afebb5,PowerTransformer
_c7506c00-b37f-4cde-9f26-3f859114ca77,voltageControl,809337,01JCP T01 85\23,_6aea655d-c04b-4dfe-8de0-10c548aa10e4,PowerTransformer
_d6ed007b-e33f-4956-b0b0-9c351cd423af,voltageControl,809343,01JCP T02 85\23,_6aea655d-c04b-4dfe-8de0-10c548aa10e4,PowerTransformer
_27bc031a-fcc1-489d-b02e-f1c95f5f1159,voltageControl,810660,01JRB T01 230\23,_7659be14-e034-4360-bfe7-5716a709442b,PowerTransformer
_599a6bb2-136a-4ee8-a667-7b0fbd5bc39e,voltageControl,810666,01JRB T02 230\23,_7659be14-e034-4360-bfe7-5716a709442b,PowerTransformer
_d7b1366b-4972-470e-bcd5-4f0a518cd6f2,voltageControl,811048,01JUA T01 85\23,_13a327aa-8f72-474b-bea8-d71793d41d77,PowerTransformer
_0b9f291a-b0e2-437a-9927-c4dea6cb59ed,voltageControl,811054,01JUA T02 85\23,_13a327aa-8f72-474b-bea8-d71793d41d77,PowerTransformer
_fd2dde78-759b-4f72-88d0-c3d220ce95ae,voltageControl,811662,01KCR T01 230\85,_5cccab70-9513-494c-a922-2b62660c786e,PowerTransformer
_a0ef5161-dc00-4632-8d2c-897d20cb690f,voltageControl,811668,01KCR T02 230\85,_5cccab70-9513-494c-a922-2b62660c786e,PowerTransformer
_b3027735-bba9-4b9d-b5a2-9cbf510ca9cf,voltageControl,811674,01KCR T03 230\85,_5cccab70-9513-494c-a922-2b62660c786e,PowerTransformer
_acdf2d07-8205-4e82-94ed-812fe855e467,voltageControl,811680,01KCR T04 230\23,_5cccab70-9513-494c-a922-2b62660c786e,PowerTransformer
_af873106-c55d-4040-8800-98998a4e1be9,voltageControl,811686,01KCR T05 230\23,_5cccab70-9513-494c-a922-2b62660c786e,PowerTransformer
_b85336f7-3d84-4aec-ae5b-82c3e0e63774,voltageControl,811692,01KCR T06 230\23,_5cccab70-9513-494c-a922-2b62660c786e,PowerTransformer
_590d4a60-0856-4030-b368-7d3afe7e30df,voltageControl,812380,01KMC T01 230\85,_e07d8f39-69c5-47df-88cd-e787e759d8e1,PowerTransformer
_8269e013-5e5f-4df1-a3aa-8be2457f2177,voltageControl,812386,01KMC T02 230\85,_e07d8f39-69c5-47df-88cd-e787e759d8e1,PowerTransformer
_fe3f4ad8-bda3-4ee1-80e8-59b32bd78927,voltageControl,812845,01LAP T04 230\23,_d5cebd06-3fb2-44f8-97b5-f7cb91761448,PowerTransformer
_a83efec6-3428-489f-b4de-945064e7823a,voltageControl,812851,01LAP T05 230\23,_d5cebd06-3fb2-44f8-97b5-f7cb91761448,PowerTransformer
_65a4e1de-9298-4d42-a868-60fe75c763b1,fix,812857,01LAP TCEV 400\20,_d5cebd06-3fb2-44f8-97b5-f7cb91761448,PowerTransformer
_c492626c-3b61-4037-84a2-128245a49858,voltageControl,813382,01LAQ T01 85\23,_fbd48660-ce5a-461e-9186-73b50b920c6f,PowerTransformer
_657c637b-4083-4c58-8575-8ace72179024,voltageControl,813388,01LAQ T02 85\23,_fbd48660-ce5a-461e-9186-73b50b920c6f,PowerTransformer
_92ecf2c4-272b-431d-8f08-5d11c4ff1af6,voltageControl,813394,01LAQ T03 85\23,_fbd48660-ce5a-461e-9186-73b50b920c6f,PowerTransformer
_a2f16b0e-5b63-49c2-9599-054d9b7fc919,voltageControl,814499,01LCP AT01 400\230,_8d20418c-3bee-4584-a546-e5034189dee0,PowerTransformer
_959a8162-c8b0-4d88-b89b-092b5d2c38d2,voltageControl,814505,01LCP AT02 400\230,_8d20418c-3bee-4584-a546-e5034189dee0,PowerTransformer
_792ba2bd-6fd2-4c8a-968b-4a14aeb3d49f,voltageControl,814511,01LCP AT03 400\230,_8d20418c-3bee-4584-a546-e5034189dee0,PowerTransformer
_c0cd8ab1-553c-426d-9440-587227ad0240,voltageControl,814517,01LCP AT04 230\115,_8d20418c-3bee-4584-a546-e5034189dee0,PowerTransformer
_50ca1dd9-3de9-4b02-a02e-6e784bc0d3cf,voltageControl,814523,01LCP AT05 230\115,_8d20418c-3bee-4584-a546-e5034189dee0,PowerTransformer
_1ba3d4bd-8c44-43f3-bb67-a46f9eab68bf,voltageControl,814731,01LCT T01 85\23,_71117bb8-5d0d-4455-b7f8-8a76190006d9,PowerTransformer
_add2d723-803d-4982-ad24-511f240a7353,voltageControl,814977,01LDG T01 230\23,_ed77ad0d-406a-4f69-81bc-5fcae17fdbc2,PowerTransformer
_57c0a17c-ec67-46d8-986d-e87a01048087,voltageControl,814983,01LDG T02 230\23,_ed77ad0d-406a-4f69-81bc-5fcae17fdbc2,PowerTransformer
_465051f9-9fa3-4a2d-8526-a6f2ccbf83e1,fix,815722,01LEC T01 85\23,_61d80b0d-8249-401b-8db2-6fefa90a2677,PowerTransformer
_6976da4f-bbb9-411e-af1f-8135bb3a2ae7,fix,815727,01LEC T02 85\23,_61d80b0d-8249-401b-8db2-6fefa90a2677,PowerTransformer
_798425a7-5f57-407f-a83b-2016d3ba4acf,fix,815732,01LEC T03 85\23,_61d80b0d-8249-401b-8db2-6fefa90a2677,PowerTransformer
_bf3edd52-c739-4809-9abc-cd63ecc6167b,fix,815737,01LEC T04 85\23,_61d80b0d-8249-401b-8db2-6fefa90a2677,PowerTransformer
_0c21e92c-f0b6-41bd-8a19-690ca7583461,fix,815742,01LEC T05 85\11.5,_61d80b0d-8249-401b-8db2-6fefa90a2677,PowerTransformer
_2bbdff96-9d6d-4a13-85e7-d98e0097142d,fix,815747,01LEC T06 85\11.5,_61d80b0d-8249-401b-8db2-6fefa90a2677,PowerTransformer
_b15867aa-a768-48c8-b73d-210636aad768,fix,815752,01LEC T07 85\11.5,_61d80b0d-8249-401b-8db2-6fefa90a2677,PowerTransformer
_a34e98e9-bb66-49f8-8145-b83612c7c9ad,fix,815757,01LEC T08 85\11.5,_61d80b0d-8249-401b-8db2-6fefa90a2677,PowerTransformer
_d67d7f64-965e-4363-aa83-aee4a62b6d02,fix,815762,01LEC T09 85\11.5,_61d80b0d-8249-401b-8db2-6fefa90a2677,PowerTransformer
_44159948-ea79-4506-9820-709205ab972a,fix,815767,01LEC T10 85\11.5,_61d80b0d-8249-401b-8db2-6fefa90a2677,PowerTransformer
_01766fa0-9307-46e5-9c86-96bf8eed1dc3,fix,815772,01LEC T11 23\11.5,_61d80b0d-8249-401b-8db2-6fefa90a2677,PowerTransformer
_556443a3-be9a-4863-93e5-ace16760887f,fix,815777,01LEC T12 23\11.5,_61d80b0d-8249-401b-8db2-6fefa90a2677,PowerTransformer
_df56d564-4ab8-4abc-8235-8ce61135ab56,voltageControl,817487,01LOM T01 85\23,_9020152a-c5ee-4131-abd6-837e5d6feda6,PowerTransformer
_39ae9abe-c0c5-46ce-b547-e310d8cef51e,voltageControl,817493,01LOM T02 85\23,_9020152a-c5ee-4131-abd6-837e5d6feda6,PowerTransformer
_941540f3-4ea4-4634-962f-55b065b3a680,voltageControl,817499,01LOM T03 85\23,_9020152a-c5ee-4131-abd6-837e5d6feda6,PowerTransformer
_5840c6e8-70b2-489f-b9ef-16a38159b389,voltageControl,818135,01LVE T01 230\23,_d81daa81-30a1-43f0-b60f-da4c5eba2383,PowerTransformer
_430958a1-02a7-4ee6-b22b-6cee7435f74e,voltageControl,818141,01LVE T02 230\23,_d81daa81-30a1-43f0-b60f-da4c5eba2383,PowerTransformer
_be58e5c2-455d-4aec-aee0-f602a2c60518,voltageControl,818536,01MAD T01 230\23,_39454b90-066a-43ce-a2c8-a5b450580d8a,PowerTransformer
_827b4ab0-5f9e-4d66-8ab2-12afce31f445,voltageControl,818542,01MAD T02 230\23,_39454b90-066a-43ce-a2c8-a5b450580d8a,PowerTransformer
_320210a3-d397-4cef-8966-d41564d9307c,voltageControl,818548,01MAD T03 230\23,_39454b90-066a-43ce-a2c8-a5b450580d8a,PowerTransformer
_d8004375-6a9e-46f5-af71-60598dfc9121,voltageControl,819420,01MAG T01 230\85,_b6fde86c-bea4-45e8-a978-df934f739fc4,PowerTransformer
_2be37aa2-004d-48e2-8af7-73984e2a8b66,voltageControl,819426,01MAG T02 230\85,_b6fde86c-bea4-45e8-a978-df934f739fc4,PowerTransformer
_8c701219-5e77-4a7f-a944-0407a6811f46,voltageControl,819432,01MAG T03 230\85,_b6fde86c-bea4-45e8-a978-df934f739fc4,PowerTransformer
_b15551af-be20-44dc-8437-33b02ad92f24,voltageControl,819438,01MAG T04 230\85,_b6fde86c-bea4-45e8-a978-df934f739fc4,PowerTransformer
_e59f93a4-d9bb-4df0-9bfc-eb8ecc30a056,voltageControl,819444,01MAG T05 85\23,_b6fde86c-bea4-45e8-a978-df934f739fc4,PowerTransformer
_23f4c4c3-b3b8-42a6-9a2c-f089b6ab1168,voltageControl,819450,01MAG T06 85\23,_b6fde86c-bea4-45e8-a978-df934f739fc4,PowerTransformer
_62e03cbe-bca2-414e-9b2d-ae0d666caf10,voltageControl,819456,01MAG T07 85\23,_b6fde86c-bea4-45e8-a978-df934f739fc4,PowerTransformer
_732cfeca-c5b5-41a5-b4de-f5345ecf7e9f,voltageControl,819462,01MAG T08 85\23,_b6fde86c-bea4-45e8-a978-df934f739fc4,PowerTransformer
_adbd60f4-cf70-420d-9d65-6b08d3f58cb1,fix,819468,01MAG T10 23\13.8,_b6fde86c-bea4-45e8-a978-df934f739fc4,PowerTransformer
_cc338e31-c03f-4f4d-abde-b5145435ae86,voltageControl,821111,01MER T01 230\23,_340ca75d-9a05-4c23-987f-2c14e71bfdb0,PowerTransformer
_ed47d0b1-e45b-4b85-9a5f-49babf3f9bf3,voltageControl,821117,01MER T02 230\23,_340ca75d-9a05-4c23-987f-2c14e71bfdb0,PowerTransformer
_75dd318c-e706-49a3-9b64-70e04be011aa,voltageControl,821123,01MER T03 230\23,_340ca75d-9a05-4c23-987f-2c14e71bfdb0,PowerTransformer
_eab7a399-1640-497e-aa1a-905b274e2b5e,voltageControl,821507,01MGR T01 85\23,_a7100db9-3b22-4a7b-bca7-98a25b299235,PowerTransformer
_bbd9371b-be97-4dd7-a9e6-43d0b539b33d,voltageControl,821803,01MLD AT01 400\230,_ef939bce-48de-4cab-96bb-df18c14dbae2,PowerTransformer
_7e85a687-5727-4714-bfb0-3614e3fd084f,voltageControl,821943,01MLP T01 230\23,_ae3d30ec-6e2c-4506-804e-a9a5e7b59e9b,PowerTransformer
_18450f2c-ff90-41ac-b12c-06682bc2f201,voltageControl,822161,01MOR T01 230\23,_9f63e754-629b-4574-84a0-29b4882c6e4b,PowerTransformer
_6c7173ae-4526-4a95-8546-c9f88f8bd327,voltageControl,822167,01MOR T02 230\23,_9f63e754-629b-4574-84a0-29b4882c6e4b,PowerTransformer
_4f718db3-6412-4a8a-af50-18bde0dacbe4,voltageControl,822696,01MOS T01 85\23,_c6808436-8c57-4782-be0e-9a011e49b7af,PowerTransformer
_46832f8e-9c87-4b20-85fe-965fe55ff7e9,voltageControl,823802,01MZA T01 85\23,_eabbaf2e-061f-4840-9bf1-d4e0808b8547,PowerTransformer
_979b2e93-5a40-4955-ae42-cd0d3f55d865,voltageControl,823808,01MZA T02 85\23,_eabbaf2e-061f-4840-9bf1-d4e0808b8547,PowerTransformer
_cb2682af-344d-4cfe-8f52-7559bd9cf0a3,voltageControl,823814,01MZA T03 85\23,_eabbaf2e-061f-4840-9bf1-d4e0808b8547,PowerTransformer
_ea249974-8920-408c-996c-9fe5c8d43bfb,voltageControl,823820,01MZA T04 85\23,_eabbaf2e-061f-4840-9bf1-d4e0808b8547,PowerTransformer
_cdf8f9c0-46a9-48d7-96ca-0898e8cd751b,voltageControl,823826,01MZA T05 85\23,_eabbaf2e-061f-4840-9bf1-d4e0808b8547,PowerTransformer
_c596ca4d-30bb-423e-ad18-63313ed6cf1e,voltageControl,824549,01NAR T01 230\23,_56abea87-f1d1-47f1-8ccd-5c7e084a9134,PowerTransformer
_0534f593-350f-407a-86fe-25b4eaa7602c,voltageControl,824555,01NAR T02 230\23,_56abea87-f1d1-47f1-8ccd-5c7e084a9134,PowerTransformer
_c5edfd5a-346d-4244-b0ad-b6f71faccf64,voltageControl,824918,01NAU T01 85\23,_e92c394e-bb06-4801-b13f-ef33897badab,PowerTransformer
_fd703643-3fa1-4b5b-afae-4396788ee5ce,voltageControl,824924,01NAU T02 85\23,_e92c394e-bb06-4801-b13f-ef33897badab,PowerTransformer
_1ee1a68f-8d4e-42ab-8f91-9222382f17a2,voltageControl,824930,01NAU T03 85\23,_e92c394e-bb06-4801-b13f-ef33897badab,PowerTransformer
_c2ce3e5e-2c07-4b02-bceb-53bc8c655d21,fix,825479,01NEC T01 85\4.4,_83355e6d-137a-48f8-8373-ead5d43d1302,PowerTransformer
_3122d6d9-3629-44d5-a63c-f3188986df5c,fix,825484,01NEC T02 85\4.4,_83355e6d-137a-48f8-8373-ead5d43d1302,PowerTransformer
_5b9262c3-27f1-43b0-bab6-9dd23648c825,fix,825489,01NEC T03 85\4.4,_83355e6d-137a-48f8-8373-ead5d43d1302,PowerTransformer
_5bafec3f-4d65-4fe8-a26e-ce78ad576362,fix,825494,01NEC T04 85\4.4,_83355e6d-137a-48f8-8373-ead5d43d1302,PowerTransformer
_59776ab1-e729-4e07-8350-31f3367f289e,voltageControl,825774,01NET T01 85\23,_2c21bf23-bfbc-46dd-94ad-6a8ee748983a,PowerTransformer
_dfa2a30b-0244-46ea-959f-f94a86591ccd,voltageControl,825780,01NET T02 85\23,_2c21bf23-bfbc-46dd-94ad-6a8ee748983a,PowerTransformer
_a3d2d8d9-5748-42cf-8e03-cd979c5e2148,voltageControl,825786,01NET T03 85\23,_2c21bf23-bfbc-46dd-94ad-6a8ee748983a,PowerTransformer
_1fff0818-1ec8-4648-affd-322c960321f9,voltageControl,825792,01NET T04 85\23,_2c21bf23-bfbc-46dd-94ad-6a8ee748983a,PowerTransformer
_e1690e98-edc8-43ee-94a5-05cf8736a2bd,voltageControl,826976,01NOC AT01 230\115,_d282a2d8-79cf-47aa-b3af-be80d36a0740,PowerTransformer
_532a5367-0680-41ec-b1cd-0978c56b174d,fix,827473,01NON T01 85\13.8,_94051d7d-2008-41b9-b3a2-6efacaca44a7,PowerTransformer
_5b56a37f-1c1f-43ad-96d3-6e79044ca5f5,fix,827478,01NON T02 85\13.8,_94051d7d-2008-41b9-b3a2-6efacaca44a7,PowerTransformer
_049b1793-c3d6-4ca0-96ae-fa1407b8cfb3,fix,827483,01NON T03 85\13.8,_94051d7d-2008-41b9-b3a2-6efacaca44a7,PowerTransformer
_22db3575-f8b9-47f1-9119-36d47019c116,fix,827488,01NON T04 85\13.8,_94051d7d-2008-41b9-b3a2-6efacaca44a7,PowerTransformer
_a5d8e870-b635-4f1b-9da0-b5c333b5338e,fix,827493,01NON T05 85\6,_94051d7d-2008-41b9-b3a2-6efacaca44a7,PowerTransformer
_f2644d01-30c0-43c4-8039-df73ee43b4b4,fix,827498,01NON T06 85\6,_94051d7d-2008-41b9-b3a2-6efacaca44a7,PowerTransformer
_93e77ed2-34c5-437f-951f-5ccfd5cfb56d,fix,828407,01NOP TCEV 400\17.5,_a07aad33-ec80-4c0f-a58d-4267cbc88a24,PowerTransformer
_15e4f8b2-3197-4962-964b-58c67612a8b3,voltageControl,828412,01NOP AT01 400\230,_a07aad33-ec80-4c0f-a58d-4267cbc88a24,PowerTransformer
_c4439e90-f135-41c3-bfaa-1ffea441f4ba,voltageControl,828418,01NOP AT02 400\230,_a07aad33-ec80-4c0f-a58d-4267cbc88a24,PowerTransformer
_180cbc71-f10c-4793-9c8f-0fbd965e5048,voltageControl,828424,01NOP AT03 400\230,_a07aad33-ec80-4c0f-a58d-4267cbc88a24,PowerTransformer
_d7ce4f6b-10a6-4ce5-ab12-a945bb7cbe04,voltageControl,829077,01ODB T01 230\23,_5c503c16-2b33-4762-9588-8453bc11e152,PowerTransformer
_7459fdf7-4c43-4f83-8272-ece010602ed6,voltageControl,829083,01ODB T02 230\23,_5c503c16-2b33-4762-9588-8453bc11e152,PowerTransformer
_ed52a3d7-6365-4c01-8cff-f323bb22c713,voltageControl,829089,01ODB T03 230\23,_5c503c16-2b33-4762-9588-8453bc11e152,PowerTransformer
_da6a6656-ae6d-4cca-be1b-421784793edd,voltageControl,830517,01OLI T01 230\23,_cf845c0f-118c-4567-b20d-ccfe4e485708,PowerTransformer
_0ff06942-ed26-4880-9b67-40bd17de4beb,voltageControl,830523,01OLI T02 230\23,_cf845c0f-118c-4567-b20d-ccfe4e485708,PowerTransformer
_7719f3a8-b8b6-420a-b18d-6dd8c9c0e402,voltageControl,831102,01PAC T01 85\23,_bf378d2a-450c-4c8d-a5aa-24da97efb465,PowerTransformer
_1a6da717-676d-4271-9d12-11135e91728b,voltageControl,831108,01PAC T02 85\23,_bf378d2a-450c-4c8d-a5aa-24da97efb465,PowerTransformer
_85ce98ef-09e5-4e4c-bc58-937b4e8cb8c0,voltageControl,831114,01PAC T03 85\23,_bf378d2a-450c-4c8d-a5aa-24da97efb465,PowerTransformer
_05366fcd-a2d2-4590-aa0e-ec3db3ce2c47,voltageControl,831120,01PAC T04 85\6,_bf378d2a-450c-4c8d-a5aa-24da97efb465,PowerTransformer
_985de95b-1a2c-4cf8-aa95-ea84d7434997,voltageControl,831716,01PAT T01 85\23,_68c11a5f-3a1a-404a-b668-db5d174a6635,PowerTransformer
_c6317a90-841a-4285-8578-9c4b696b8a16,voltageControl,831722,01PAT T02 85\23,_68c11a5f-3a1a-404a-b668-db5d174a6635,PowerTransformer
_2244d2eb-546e-4660-964f-76dd4051d2db,voltageControl,831728,01PAT T03 85\23,_68c11a5f-3a1a-404a-b668-db5d174a6635,PowerTransformer
_38e69133-93d8-42b7-b7ac-52526f7f17a5,voltageControl,831734,01PAT T04 85\23,_68c11a5f-3a1a-404a-b668-db5d174a6635,PowerTransformer
_7897c555-c677-4796-bcfb-2d7b2624d50b,voltageControl,832606,01PEN T01 230\23,_223eec81-2607-4cb8-b050-cece0481c7aa,PowerTransformer
_5565d5a7-56fb-401c-91f1-f297e562a540,voltageControl,832612,01PEN T02 230\23,_223eec81-2607-4cb8-b050-cece0481c7aa,PowerTransformer
_c07ce05d-8fa8-4e78-8385-0dae61e5927c,voltageControl,832618,01PEN T03 230\23,_223eec81-2607-4cb8-b050-cece0481c7aa,PowerTransformer
_0d772932-6471-4a26-b84d-69eea9cebcff,fix,833344,01PEO T01 230\20.0,_6eee2cfc-7932-47cb-b3b9-bc5b6e1f261e,PowerTransformer
_7bbaaaf0-e90b-4e3b-8032-518bb8f315aa,fix,833349,01PEO T02 230\20.0,_6eee2cfc-7932-47cb-b3b9-bc5b6e1f261e,PowerTransformer
_cef48424-0306-4fd8-b8bb-25d438243e02,fix,833354,01PEO T03 400\20.0,_6eee2cfc-7932-47cb-b3b9-bc5b6e1f261e,PowerTransformer
_5877ab26-3424-4a95-87f4-90ccddd6a72f,fix,833359,01PEO T04 400\20.0,_6eee2cfc-7932-47cb-b3b9-bc5b6e1f261e,PowerTransformer
_5d8a59c8-3ea8-4343-8840-0ba4d7ef6843,fix,833364,01PEO T05 400\20.0,_6eee2cfc-7932-47cb-b3b9-bc5b6e1f261e,PowerTransformer
_846786a6-39cb-45af-bc0a-d043d1b4ba3a,fix,833369,01PEO T06 400\20.0,_6eee2cfc-7932-47cb-b3b9-bc5b6e1f261e,PowerTransformer
_30f9768c-1ed9-460a-b449-bcb2ac17012d,fix,833374,01PEO T07 400\23.0,_6eee2cfc-7932-47cb-b3b9-bc5b6e1f261e,PowerTransformer
_53a53f2a-39d4-4742-992c-738a3a30d358,voltageControl,834684,01PEV T01 230\23,_6229f480-fcf2-4fd2-8eac-38b801de443b,PowerTransformer
_6b3a56f6-5333-41db-a617-bc5630c0a500,voltageControl,834690,01PEV T02 230\23,_6229f480-fcf2-4fd2-8eac-38b801de443b,PowerTransformer
_d7854b85-38cc-41a3-831c-4e70306ee151,voltageControl,834696,01PEV T03 230\23,_6229f480-fcf2-4fd2-8eac-38b801de443b,PowerTransformer
_224a8b14-c932-49d1-9651-798f4ec5097f,voltageControl,835744,01PHP T05 230\85,_a05ab877-703b-4585-b5e6-65820221d824,PowerTransformer
_05cfa47d-c7d2-4ff1-96e8-690de1481e6b,voltageControl,835750,01PHP T06 230\85,_a05ab877-703b-4585-b5e6-65820221d824,PowerTransformer
_12f03da6-21c5-41c4-983a-ff5fb1f6f813,voltageControl,836056,01PIR T01 85\23,_d6c2df44-377a-4de3-82ef-d042617ee9a6,PowerTransformer
_0080a03a-e3d0-43eb-977a-c1871772b3b6,voltageControl,836062,01PIR T02 85\23,_d6c2df44-377a-4de3-82ef-d042617ee9a6,PowerTransformer
_6237527b-5514-4c83-a761-34eeee5437cb,voltageControl,836068,01PIR T07 85\23,_d6c2df44-377a-4de3-82ef-d042617ee9a6,PowerTransformer
_5579a29d-44e0-4bd5-9bb4-609db2edda52,fix,836920,01PIT T01 400\13.8,_b361291b-5231-47c6-9dd6-6f4119d786fa,PowerTransformer
_359ea554-9b84-4cd4-b563-ea276b191827,fix,836925,01PIT T02 400\13.8,_b361291b-5231-47c6-9dd6-6f4119d786fa,PowerTransformer
_37e76d3d-fdb2-4e2f-847c-af6fc32a8f12,fix,836930,01PIT T03 400\13.8,_b361291b-5231-47c6-9dd6-6f4119d786fa,PowerTransformer
_ade565cf-4c8e-4baa-93bd-1c42a8a8db05,fix,836935,01PIT T04 400\13.8,_b361291b-5231-47c6-9dd6-6f4119d786fa,PowerTransformer
_054f4555-0d56-44f7-b09c-3a6240c5dc1c,fix,836940,01PIT T05 400\13.8,_b361291b-5231-47c6-9dd6-6f4119d786fa,PowerTransformer
_77b7afae-b05c-4f32-b3d3-8466d0ceeb2a,fix,836945,01PIT T06 400\13.8,_b361291b-5231-47c6-9dd6-6f4119d786fa,PowerTransformer
_dd8209ee-9e19-443e-9477-3ab2006c2244,voltageControl,836950,01PIT AT01 400\230,_b361291b-5231-47c6-9dd6-6f4119d786fa,PowerTransformer
_3877beab-9632-4fe8-95e7-a2520c7af00f,voltageControl,836956,01PIT AT02 400\230,_b361291b-5231-47c6-9dd6-6f4119d786fa,PowerTransformer
_63b17529-2ff2-41b3-ade6-a67abd859406,voltageControl,837151,01PMX AT91 230\115,_12e77f85-5c55-4c55-a4f9-ecb78b2346f4,PowerTransformer
