"ThermalGeneratingUnit:
ID","ThermalGeneratingUnit:
PhysicalUnitType","ThermalGeneratingUnit:
InternalId","ThermalGeneratingUnit:
Name","ThermalGeneratingUnit:
Parent","ThermalGeneratingUnit:
ObjectType"
_6fa06597-327f-431f-8d76-5b71506d806f,"Combustion Turbine (can burn liquid fuels as well as gas, e.g., oil, jet fuel etc.)",2410717,03ELT-U1 Unit,_33d9e8de-da96-4d87-b62d-30b781d59d29,ThermalGeneratingUnit
_c517c490-6323-4b7a-afe7-2b8d9f958e71,"Combustion Turbine (can burn liquid fuels as well as gas, e.g., oil, jet fuel etc.)",2410730,03GVD-U1 Unit,_98782413-977f-4a92-b2da-50beffc4eaf7,ThermalGeneratingUnit
_a5522227-4d7f-4620-8b79-ad3e24dbded8,Gas Turbine (can only burn gas),2410744,03IBB-U1 Unit,_ac495fb0-4521-4dc6-a493-8f2372d94d29,ThermalGeneratingUnit
_a9026cc2-72bb-4f51-a7f2-c3e025303e37,Gas Turbine (can only burn gas),2410755,03IBB-U2 Unit,_ac495fb0-4521-4dc6-a493-8f2372d94d29,ThermalGeneratingUnit
_ddfa5515-fa08-4e34-9b46-961b988bbdef,"Combustion Turbine (can burn liquid fuels as well as gas, e.g., oil, jet fuel etc.)",2410769,03LFL-U1 Unit,_39db8e17-0946-478e-b684-5a15eded0845,ThermalGeneratingUnit
_e7435d20-0b33-4fa5-ad4a-24ec9e5e1326,"Combustion Turbine (can burn liquid fuels as well as gas, e.g., oil, jet fuel etc.)",2410780,03LFL-U2 Unit,_39db8e17-0946-478e-b684-5a15eded0845,ThermalGeneratingUnit
_ec8c0a3e-45a9-4400-91a1-933345a82cf2,"Combustion Turbine (can burn liquid fuels as well as gas, e.g., oil, jet fuel etc.)",2410796,03MAM-U10 Unit,_28c03cce-6b09-4603-867c-a54e3d46c2ee,ThermalGeneratingUnit
_ca996bc3-bcc6-4b0e-975c-f318d5bb6032,"Combustion Turbine (can burn liquid fuels as well as gas, e.g., oil, jet fuel etc.)",2410811,03MAM-U11 Unit,_28c03cce-6b09-4603-867c-a54e3d46c2ee,ThermalGeneratingUnit
_57e06068-a212-4fee-8258-5187953af006,"Combustion Turbine (can burn liquid fuels as well as gas, e.g., oil, jet fuel etc.)",2410828,03MAM-U12 Unit,_28c03cce-6b09-4603-867c-a54e3d46c2ee,ThermalGeneratingUnit
_592ad9e0-17ba-48bc-ba4c-657657387f3f,"Combustion Turbine (can burn liquid fuels as well as gas, e.g., oil, jet fuel etc.)",2410845,03MAM-U9 Unit,_28c03cce-6b09-4603-867c-a54e3d46c2ee,ThermalGeneratingUnit
_104f2b29-45de-4426-bfdd-529d86fca30b,"Combustion Turbine (can burn liquid fuels as well as gas, e.g., oil, jet fuel etc.)",2410863,03PMD-U1 Unit,_63a99c39-c250-46e6-8f63-59e228f0bb5a,ThermalGeneratingUnit
_c1e096de-3380-46e1-96b7-4eaff223a89f,"Combustion Turbine (can burn liquid fuels as well as gas, e.g., oil, jet fuel etc.)",2410874,03PMD-U2 Unit,_63a99c39-c250-46e6-8f63-59e228f0bb5a,ThermalGeneratingUnit
_46bb778e-f459-4b84-ae75-3e3882a82ce3,"Combustion Turbine (can burn liquid fuels as well as gas, e.g., oil, jet fuel etc.)",2410889,03PRO-U1 Unit,_777bdc6e-6ed3-4ee9-b92e-18e8f20885e8,ThermalGeneratingUnit
_1dfe513b-0368-4556-a826-cdc0c2f03cfb,"Combustion Turbine (can burn liquid fuels as well as gas, e.g., oil, jet fuel etc.)",2410900,03PRO-U2 Unit,_777bdc6e-6ed3-4ee9-b92e-18e8f20885e8,ThermalGeneratingUnit
_94b53e10-8dd5-429d-a266-7b3bf105125e,"Combustion Turbine (can burn liquid fuels as well as gas, e.g., oil, jet fuel etc.)",2410911,03PRO-U3 Unit,_777bdc6e-6ed3-4ee9-b92e-18e8f20885e8,ThermalGeneratingUnit
_4c68461a-56f9-4989-8804-f1e56daeddb2,"Combustion Turbine (can burn liquid fuels as well as gas, e.g., oil, jet fuel etc.)",2410928,03PWT-U1 Unit,_defead36-d4a0-4fe8-ac6b-762f2d65dc2b,ThermalGeneratingUnit
_67a19c49-4fdc-4088-8209-3f475c5cecab,"Combustion Turbine (can burn liquid fuels as well as gas, e.g., oil, jet fuel etc.)",2410939,03PWT-U2 Unit,_defead36-d4a0-4fe8-ac6b-762f2d65dc2b,ThermalGeneratingUnit
_5ad1c24a-5d0d-42fb-a5f3-35a9734a0a9d,"Combustion Turbine (can burn liquid fuels as well as gas, e.g., oil, jet fuel etc.)",2410950,03PWT-U3 Unit,_defead36-d4a0-4fe8-ac6b-762f2d65dc2b,ThermalGeneratingUnit
_bbef5e9d-079f-4c1f-b9cf-4f390e0572e0,"Combustion Turbine (can burn liquid fuels as well as gas, e.g., oil, jet fuel etc.)",2410961,03PWT-U4 Unit,_defead36-d4a0-4fe8-ac6b-762f2d65dc2b,ThermalGeneratingUnit
_9712a57e-b96f-4da6-9fbe-d423fe459245,"Combustion Turbine (can burn liquid fuels as well as gas, e.g., oil, jet fuel etc.)",2410972,03PWT-U5 Unit,_defead36-d4a0-4fe8-ac6b-762f2d65dc2b,ThermalGeneratingUnit
_adb95ed4-1f26-41ef-bb28-7c538cdf38bc,"Combustion Turbine (can burn liquid fuels as well as gas, e.g., oil, jet fuel etc.)",2410992,03RAE-U1 Unit,_229018c8-0451-49c4-b947-c8b90ce9aa1f,ThermalGeneratingUnit
_442e85d6-2ac3-44f7-b808-397298a8c764,"Combustion Turbine (can burn liquid fuels as well as gas, e.g., oil, jet fuel etc.)",2411003,03RAE-U2 Unit,_229018c8-0451-49c4-b947-c8b90ce9aa1f,ThermalGeneratingUnit
_2ed69e8a-ff13-40c3-bd1c-d3c138bed433,"Combustion Turbine (can burn liquid fuels as well as gas, e.g., oil, jet fuel etc.)",2411014,03RAE-U3 Unit,_229018c8-0451-49c4-b947-c8b90ce9aa1f,ThermalGeneratingUnit
_d5a0a08e-acc5-4902-a262-918fa483d37d,"Combustion Turbine (can burn liquid fuels as well as gas, e.g., oil, jet fuel etc.)",2411025,03RAE-U4 Unit,_229018c8-0451-49c4-b947-c8b90ce9aa1f,ThermalGeneratingUnit
_205b98fd-afba-40f4-b7f9-b3b1cf6b4092,"Combustion Turbine (can burn liquid fuels as well as gas, e.g., oil, jet fuel etc.)",2411036,03RAE-U5 Unit,_229018c8-0451-49c4-b947-c8b90ce9aa1f,ThermalGeneratingUnit
_14010e75-b0e5-4913-92d0-0b54e09bb79c,"Combustion Turbine (can burn liquid fuels as well as gas, e.g., oil, jet fuel etc.)",2411047,03RAE-U6 Unit,_229018c8-0451-49c4-b947-c8b90ce9aa1f,ThermalGeneratingUnit
_b57e0f89-4fa7-4c0f-92ae-49cbedaa7c11,"Combustion Turbine (can burn liquid fuels as well as gas, e.g., oil, jet fuel etc.)",2411058,03RAE-U7 Unit,_229018c8-0451-49c4-b947-c8b90ce9aa1f,ThermalGeneratingUnit
_95f5070b-ceb6-4f1d-ab80-7a0ee9c162c4,"Combustion Turbine (can burn liquid fuels as well as gas, e.g., oil, jet fuel etc.)",2411069,03RAE-U8 Unit,_229018c8-0451-49c4-b947-c8b90ce9aa1f,ThermalGeneratingUnit
_108c3d04-6ef3-4162-9a01-5d68d17f60f7,"Combustion Turbine (can burn liquid fuels as well as gas, e.g., oil, jet fuel etc.)",2411084,03RON-U1 Unit,_b46efd9f-1097-4e21-9bef-2ce56f817f05,ThermalGeneratingUnit
_91a5d001-e7e7-4c2e-9c6c-d3c1ce9a8048,"Combustion Turbine (can burn liquid fuels as well as gas, e.g., oil, jet fuel etc.)",2411095,03RON-U2 Unit,_b46efd9f-1097-4e21-9bef-2ce56f817f05,ThermalGeneratingUnit
_bd364324-8b57-4d97-a947-05cb7ea66f64,"Combustion Turbine (can burn liquid fuels as well as gas, e.g., oil, jet fuel etc.)",2411106,03RON-U3 Unit,_b46efd9f-1097-4e21-9bef-2ce56f817f05,ThermalGeneratingUnit
_29001a72-503e-45cf-b2ab-baae19f6e6cc,Gas Turbine (can only burn gas),2411120,03SAU-U2 Unit,_2bb6cf29-de24-4323-bb8e-434e6ad9d1d9,ThermalGeneratingUnit
_14df43e4-47c4-43ea-b0f5-bbf6dc7f8613,Gas Turbine (can only burn gas),2411131,03SAU-U3 Unit,_2bb6cf29-de24-4323-bb8e-434e6ad9d1d9,ThermalGeneratingUnit
_0e8b0865-aadc-4ed9-8d10-b769614df6a4,Gas Turbine (can only burn gas),2411147,03SCG-PTA Unit,_ba9daeda-176e-4ee7-b30c-86be0f7bf1cf,ThermalGeneratingUnit
_3297cab0-63b0-4778-b66b-61aec5e2334f,Gas Turbine (can only burn gas),2411160,03SCG-U1 Unit,_ba9daeda-176e-4ee7-b30c-86be0f7bf1cf,ThermalGeneratingUnit
_254bcf6f-3c71-49db-9223-40e45ab06cef,Gas Turbine (can only burn gas),2411171,03SCG-U2 Unit,_ba9daeda-176e-4ee7-b30c-86be0f7bf1cf,ThermalGeneratingUnit
_684c6c9f-83b8-4eba-aff7-c38a4b4ffd82,Gas Turbine (can only burn gas),2411182,03SCG-U3 Unit,_ba9daeda-176e-4ee7-b30c-86be0f7bf1cf,ThermalGeneratingUnit
_0338796b-5888-43dd-b6cd-260f1dbe1bc1,"Combustion Turbine (can burn liquid fuels as well as gas, e.g., oil, jet fuel etc.)",2411228,03SLM-U3 Unit,_7d8fbb7e-7a2d-47ba-8fe4-5a8cc1f19cfb,ThermalGeneratingUnit
_03aa7afb-2232-4b2e-9aea-ccc088511fed,"Combustion Turbine (can burn liquid fuels as well as gas, e.g., oil, jet fuel etc.)",2411243,03SLM-U4 Unit,_7d8fbb7e-7a2d-47ba-8fe4-5a8cc1f19cfb,ThermalGeneratingUnit
_7298c9da-a760-4e62-ac7a-c0f8f4cca72c,"Combustion Turbine (can burn liquid fuels as well as gas, e.g., oil, jet fuel etc.)",2411261,03VDR-U1 Unit,_e5f432f4-352b-47a1-8f6d-0625c340a1ea,ThermalGeneratingUnit
_246c8676-85cc-4780-ad2c-913c8f75be81,"Combustion Turbine (can burn liquid fuels as well as gas, e.g., oil, jet fuel etc.)",2411280,03VDR-U2 Unit,_e5f432f4-352b-47a1-8f6d-0625c340a1ea,ThermalGeneratingUnit
_bdc00067-35b8-4677-8a33-aa56adb64bf6,Combined Cycle Logical Unit (NA Flag should be false),2411440,03BAJ-PTA Unit,_60cd3a7e-7239-4d64-ba06-94d2cfdb1f85,ThermalGeneratingUnit
_c93aba47-48f9-4bcc-a133-3fd4e798a7df,Fossil Fired Steam,2411453,03BAJ-U1 Unit,_60cd3a7e-7239-4d64-ba06-94d2cfdb1f85,ThermalGeneratingUnit
_e21db8b0-2523-4d55-ad8a-9f3e9d902069,Gas Turbine (can only burn gas),2411464,03BAJ-U2 Unit,_60cd3a7e-7239-4d64-ba06-94d2cfdb1f85,ThermalGeneratingUnit
_7ca34272-28f0-4f61-88ab-dbaf6f925f53,Gas Turbine (can only burn gas),2411475,03BAJ-U3 Unit,_60cd3a7e-7239-4d64-ba06-94d2cfdb1f85,ThermalGeneratingUnit
_a52e35ba-1f8e-4ca6-9cfd-fa36568b68a6,Gas Turbine (can only burn gas),2411486,03BAJ-U4 Unit,_60cd3a7e-7239-4d64-ba06-94d2cfdb1f85,ThermalGeneratingUnit
_a1a6dc3a-2448-4923-9686-5ba2a0cd592f,Combined Cycle Logical Unit (NA Flag should be false),2411565,03CTI-PTA Unit,_f1c00091-3473-4029-8bd7-e41846babff3,ThermalGeneratingUnit
_333577d8-658a-40c7-8ea6-31cd4c089787,Fossil Fired Steam,2411576,03CTI-U1 Unit,_f1c00091-3473-4029-8bd7-e41846babff3,ThermalGeneratingUnit
_664600e1-1e7c-4301-a510-b23b80d34497,Gas Turbine (can only burn gas),2411587,03CTI-U2 Unit,_f1c00091-3473-4029-8bd7-e41846babff3,ThermalGeneratingUnit
_8efb4d13-c0cb-4b7e-a633-23d494735247,Gas Turbine (can only burn gas),2411598,03CTI-U3 Unit,_f1c00091-3473-4029-8bd7-e41846babff3,ThermalGeneratingUnit
_2bacfcf8-da48-46cf-bfe8-ea30c50cb4d8,Combined Cycle Logical Unit (NA Flag should be false),2411750,03MAM-PQ1 Unit,_c77dbb7a-a0d1-4f83-bd3a-32d012aca522,ThermalGeneratingUnit
_8cc593be-b2d9-436c-b10e-febc7e62119e,Fossil Fired Steam,2411769,03MAM-U1 Unit,_c77dbb7a-a0d1-4f83-bd3a-32d012aca522,ThermalGeneratingUnit
_f0006c41-8ac3-438f-b666-3a1f911357b6,Gas Turbine (can only burn gas),2411780,03MAM-U2 Unit,_c77dbb7a-a0d1-4f83-bd3a-32d012aca522,ThermalGeneratingUnit
_c8551a6e-7320-405b-86ab-c7a25ff9d09f,Gas Turbine (can only burn gas),2411791,03MAM-U3 Unit,_c77dbb7a-a0d1-4f83-bd3a-32d012aca522,ThermalGeneratingUnit
_e02e8ff2-68b2-415d-9a38-15eca277da42,Gas Turbine (can only burn gas),2411802,03MAM-U4 Unit,_c77dbb7a-a0d1-4f83-bd3a-32d012aca522,ThermalGeneratingUnit
_0cab8791-461d-4438-9779-44a84ce844c2,Combined Cycle Logical Unit (NA Flag should be false),2411954,03MAM-PQ2 Unit,_d565b159-3d3b-47ea-8ccb-d1d0ea32da8b,ThermalGeneratingUnit
_ab8b7da6-ed2a-4ceb-8699-d1a131a16d8b,Fossil Fired Steam,2411973,03MAM-U5 Unit,_d565b159-3d3b-47ea-8ccb-d1d0ea32da8b,ThermalGeneratingUnit
_db8587fc-894a-4b22-a75f-d8c751dbe6e2,Gas Turbine (can only burn gas),2411984,03MAM-U6 Unit,_d565b159-3d3b-47ea-8ccb-d1d0ea32da8b,ThermalGeneratingUnit
_d2859386-02b0-4463-accc-4643b4462956,Gas Turbine (can only burn gas),2411995,03MAM-U7 Unit,_d565b159-3d3b-47ea-8ccb-d1d0ea32da8b,ThermalGeneratingUnit
_e2baccff-05e6-46d4-810b-7d619f66f71b,Gas Turbine (can only burn gas),2412006,03MAM-U8 Unit,_d565b159-3d3b-47ea-8ccb-d1d0ea32da8b,ThermalGeneratingUnit
_5a95a1c1-7d7a-4a55-87bc-a495d0e26c53,Combined Cycle Logical Unit (NA Flag should be false),2412103,03SAU-PQ2 Unit,_30c1cc77-4add-4d89-a583-cd58ec37811a,ThermalGeneratingUnit
_cbdcfac9-64cb-4f13-ab4c-b664e3b24016,Gas Turbine (can only burn gas),2412116,03SAU-U5 Unit,_30c1cc77-4add-4d89-a583-cd58ec37811a,ThermalGeneratingUnit
_cdfb7ef8-9132-4a98-8ebe-3f92ca95f286,Gas Turbine (can only burn gas),2412127,03SAU-U6 Unit,_30c1cc77-4add-4d89-a583-cd58ec37811a,ThermalGeneratingUnit
