"ReactiveCapabilityCurve:
ID","ReactiveCapabilityCurve:
InternalId","ReactiveCapabilityCurve:
Name","ReactiveCapabilityCurve:
Parent","ReactiveCapabilityCurve:
ObjectType","SynchronousMachine:
Path","SynchronousMachine:
InternalId","SynchronousMachine:
Name","ReactiveCapabilityCurve:
SynchronousMachineHasDefaultReactiveCapabilityCurve:
SynchronousMachine:
ID","SynchronousMachine:
Parent","SynchronousMachine:
ObjectType"
_b787a441-d91c-4df7-a018-c29d3395c1e2,804350,01IUN-U1,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve,Network/Companies/SIN/01CEL/01   IUN/0.4/UN-01,804300,UN-01,_d09ed293-541f-46cc-bce0-cf1e408dfe25,_62cd6088-bb61-4c02-ae9e-e42fed68869b,SynchronousMachine
_ec9716f3-48bf-44b4-9221-698338d713ef,805474,01IZT-U1,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve,Network/Companies/SIN/01CEL/01   IZT/13.8/UN-01,805113,UN-01,_b0cb8c30-eb50-468c-8789-65ccdce609fb,_28f54f20-34ce-460e-ba9b-229683b7fdf7,SynchronousMachine
_68d8c75b-f8b1-497c-83e5-dd83e88abb61,810428,01JOL-U1,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve,Network/Companies/SIN/01CEL/01   JOL/11.5/UN-01,810218,UN-01,_263d55b6-0530-4d8c-bde7-0142b72ae216,_d3cfddc8-69c9-4edd-9654-dff0a6523a64,SynchronousMachine
_acb55074-5f53-4331-9960-30e31f039e70,810434,01JOL-U2,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve,Network/Companies/SIN/01CEL/01   JOL/11.5/UN-02,810220,UN-02,_c46467e3-ee24-45ab-ab57-133d071dac81,_d3cfddc8-69c9-4edd-9654-dff0a6523a64,SynchronousMachine
_7bde0d63-89fe-457b-aff8-87844fa9d81e,810440,01JOL-U3,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve,Network/Companies/SIN/01CEL/01   JOL/11.5/UN-03,810222,UN-03,_07e27155-0a35-49f6-9bf9-6cffba6d2a02,_d3cfddc8-69c9-4edd-9654-dff0a6523a64,SynchronousMachine
_12bf86e6-3690-4973-bf56-f6e3d2df642c,810446,01JOL-U4,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve,Network/Companies/SIN/01CEL/01   JOL/11.5/UN-04,810224,UN-04,_e6c2ab9f-2f59-4cee-a9e1-7c2747b8106c,_d3cfddc8-69c9-4edd-9654-dff0a6523a64,SynchronousMachine
_e93f31ce-708d-4b84-aa75-07b695109444,815984,01LEC-U1,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve,Network/Companies/SIN/01CEL/01   LEC/11.5/UN-01,815531,UN-01,_00e92b95-64f4-4152-97f4-e51e832ef042,_78515f02-d909-4505-9872-edea44932c2b,SynchronousMachine
_d17a1cb2-6d15-41ab-8567-6cda3eb675af,815990,01LEC-U2,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve,Network/Companies/SIN/01CEL/01   LEC/11.5/UN-02,815533,UN-02,_845a7f51-793c-45c4-b25e-528f617b21e0,_78515f02-d909-4505-9872-edea44932c2b,SynchronousMachine
_68086656-ac87-40d7-b27b-94c4393792d5,815996,01LEC-U3,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve,Network/Companies/SIN/01CEL/01   LEC/11.5/UN-03,815535,UN-03,_993d2a66-d225-4834-a21b-57a4f27f976a,_78515f02-d909-4505-9872-edea44932c2b,SynchronousMachine
_3d4804df-00db-4db8-8860-da20c0cd9ba0,816002,01LEC-U4,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve,Network/Companies/SIN/01CEL/01   LEC/11.5/UN-04,815537,UN-04,_3dec41d4-b290-4461-89d8-d857850d0568,_78515f02-d909-4505-9872-edea44932c2b,SynchronousMachine
_3f078b44-0140-4ecf-9276-1164690f6f2d,819473,01MAG-U1,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve,Network/Companies/SIN/01CEL/01   MAG/13.8/UN-01,819217,UN-01,_9bcdeb79-950a-480c-8870-d8260528d778,_e5eb5309-0aca-449b-949e-b4e32b69690d,SynchronousMachine
_ad8e7897-6d30-4df1-ab96-2a6d3275a86f,825499,01NEC-U1,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve,Network/Companies/SIN/01CEL/01   NEC/4.4/UN-01,825438,UN-01,_37dbd381-1979-437d-b380-1b12d32239b3,_3c81d298-e9c2-464e-b794-0392c0600a37,SynchronousMachine
_6f23d0e6-9515-4c23-9973-386f42a2c53c,825505,01NEC-U10,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve,Network/Companies/SIN/01CEL/01   NEC/4.4/UN-10,825440,UN-10,_1bd07f7d-5ecd-4cd7-850b-2c425a0e1a87,_3c81d298-e9c2-464e-b794-0392c0600a37,SynchronousMachine
_a4ea56c2-e273-4864-ad31-a7715e341559,825511,01NEC-U2,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve,Network/Companies/SIN/01CEL/01   NEC/4.4/UN-02,825442,UN-02,_daf584b6-9ae1-4dbc-83a2-53cef1d47762,_3c81d298-e9c2-464e-b794-0392c0600a37,SynchronousMachine
_65041aae-c664-4449-9a4b-ecebaa57bca6,825517,01NEC-U3,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve,Network/Companies/SIN/01CEL/01   NEC/4.4/UN-03,825444,UN-03,_e03acaea-962a-4d8a-b987-4e9f370fa57b,_3c81d298-e9c2-464e-b794-0392c0600a37,SynchronousMachine
_6734b48d-3284-4b3c-8293-11fbe87a1d96,825523,01NEC-U4,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve,Network/Companies/SIN/01CEL/01   NEC/4.4/UN-04,825446,UN-04,_4ff7a647-3388-46fc-97cc-91833a0ea32b,_3c81d298-e9c2-464e-b794-0392c0600a37,SynchronousMachine
_04ab2ae3-a2f7-4e7e-8f70-40a3389e9dba,825529,01NEC-U5,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve,Network/Companies/SIN/01CEL/01   NEC/4.4/UN-05,825448,UN-05,_f0145dc1-f823-4a13-b217-8c0214b8b97f,_3c81d298-e9c2-464e-b794-0392c0600a37,SynchronousMachine
_1c8605aa-211d-4136-9a92-b8680fec6396,825535,01NEC-U6,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve,Network/Companies/SIN/01CEL/01   NEC/4.4/UN-06,825450,UN-06,_3e0f5869-19c1-4a07-b556-7d7c53682a2c,_3c81d298-e9c2-464e-b794-0392c0600a37,SynchronousMachine
_5ee1d15e-649f-4757-9de5-c8f6d826b833,825541,01NEC-U7,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve,Network/Companies/SIN/01CEL/01   NEC/4.4/UN-07,825452,UN-07,_728d9562-c5a8-4769-ab33-14507d8dfbb5,_3c81d298-e9c2-464e-b794-0392c0600a37,SynchronousMachine
_ef0f8b42-91cf-4ba2-a630-579ce5eaa807,825547,01NEC-U8,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve,Network/Companies/SIN/01CEL/01   NEC/4.4/UN-08,825454,UN-08,_1a330a8f-bbb1-4204-a334-fcc01f151b1d,_3c81d298-e9c2-464e-b794-0392c0600a37,SynchronousMachine
_6cf8f89d-270c-4cbd-97c5-9aa811ffd39d,825553,01NEC-U9,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve,Network/Companies/SIN/01CEL/01   NEC/4.4/UN-09,825456,UN-09,_1fc48cec-8409-4c8c-a299-92febefc6f4a,_3c81d298-e9c2-464e-b794-0392c0600a37,SynchronousMachine
_5e0ef850-3aea-4dfe-bd2d-fa5e6e0f68b8,827615,01NON-U1,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve,Network/Companies/SIN/01CEL/01   NON/13.8/UN-01,827439,UN-01,_f6cbd249-0a85-4be0-ba72-2ff481d14854,_cb3cfae3-f832-4985-b522-2e270b658f84,SynchronousMachine
_faa3039c-0138-4bd1-83bc-829ca3cce9b2,827621,01NON-U2,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve,Network/Companies/SIN/01CEL/01   NON/13.8/UN-02,827441,UN-02,_cfa30060-71f6-4c5c-bf0e-df11b422d757,_cb3cfae3-f832-4985-b522-2e270b658f84,SynchronousMachine
_f547bbbb-ce53-4cb3-beca-805fc38c1b6d,827627,01NON-U3,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve,Network/Companies/SIN/01CEL/01   NON/13.8/UN-03,827443,UN-03,_cdfcfe73-aaa1-4546-ab69-8f66040a32ea,_cb3cfae3-f832-4985-b522-2e270b658f84,SynchronousMachine
_20ccfafd-8333-4016-952a-11e82cfe9a34,827633,01NON-U4,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve,Network/Companies/SIN/01CEL/01   NON/13.8/UN-04,827445,UN-04,_469ad090-e372-4d7f-ac9d-19e3623aa614,_cb3cfae3-f832-4985-b522-2e270b658f84,SynchronousMachine
_4aaa9c20-72ae-4ac2-b8ad-26b224cb8c25,833985,01PEO-U1,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve,Network/Companies/SIN/01CEL/01   PEO/20/UN-01,832999,UN-01,_81d82f90-f320-42a3-9f0f-76fdb00d3346,_82a5073d-1b91-44bf-b717-e9a728b41126,SynchronousMachine
_9fd00b86-c00c-468b-a094-024d8719b3db,833991,01PEO-U2,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve,Network/Companies/SIN/01CEL/01   PEO/20/UN-02,833001,UN-02,_e39cad08-4106-4308-81e7-6764b215adaa,_82a5073d-1b91-44bf-b717-e9a728b41126,SynchronousMachine
_c5d46983-b4dc-4803-99c5-dc54f8a48241,833997,01PEO-U3,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve,Network/Companies/SIN/01CEL/01   PEO/20/UN-03,833003,UN-03,_be488c3c-c433-4f20-96f6-7d46dc5ae820,_82a5073d-1b91-44bf-b717-e9a728b41126,SynchronousMachine
_a987ee6c-ca3d-477d-b898-809092a65f29,834003,01PEO-U4,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve,Network/Companies/SIN/01CEL/01   PEO/20/UN-04,833005,UN-04,_11d9ea24-d9b0-44d4-8c25-05293c35596c,_82a5073d-1b91-44bf-b717-e9a728b41126,SynchronousMachine
_49fa56bc-91f1-4abf-8379-12bb4d7429b0,834009,01PEO-U5,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve,Network/Companies/SIN/01CEL/01   PEO/20/UN-05,833007,UN-05,_3d9d92aa-7213-4d43-8553-129a68fd4fd4,_82a5073d-1b91-44bf-b717-e9a728b41126,SynchronousMachine
_0ef8d01a-fd71-4488-9db4-cf6800840bb5,834015,01PEO-U6,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve,Network/Companies/SIN/01CEL/01   PEO/20/UN-06,833009,UN-06,_c0c10e65-f33d-45ab-810f-8be58f859cff,_82a5073d-1b91-44bf-b717-e9a728b41126,SynchronousMachine
_16f47053-6c85-42d2-9702-9aa824558923,834122,01PEO-U7,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve,Network/Companies/SIN/01CEL/01   PEO/23/UN-07,833032,UN-07,_0d7bfe21-cbea-4b97-8715-7e38269f4c95,_188c6f8d-1ff1-4004-98d8-35549b49ec7d,SynchronousMachine
_7eb0e0ea-9311-4be8-af73-73952ee1c653,839437,01PTA-U1,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve,Network/Companies/SIN/01CEL/01   PTA/13.8/UN-01,839297,UN-01,_52c5d99e-5b1a-4b1c-8351-d7098896ddf0,_c4d94ee5-f193-4ea3-bef8-a6add16cb40f,SynchronousMachine
_6b37ee8d-2a1d-4464-990f-b9e650b7dfee,839443,01PTA-U10,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve,Network/Companies/SIN/01CEL/01   PTA/13.8/UN-10,839299,UN-10,_6f31f90f-1a97-4ebf-b697-cdd41bec1a67,_c4d94ee5-f193-4ea3-bef8-a6add16cb40f,SynchronousMachine
_ecb6726e-b0b4-4928-9495-b5a7d062a36b,839449,01PTA-U11,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve,Network/Companies/SIN/01CEL/01   PTA/13.8/UN-11,839301,UN-11,_f2c3fc34-d437-4fe2-9e6a-68a3a71c88fd,_c4d94ee5-f193-4ea3-bef8-a6add16cb40f,SynchronousMachine
_bced898b-336b-4bc2-9560-7775aeed01fc,839455,01PTA-U12,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve,Network/Companies/SIN/01CEL/01   PTA/13.8/UN-12,839303,UN-12,_33b4fe5f-2430-4fd7-aeb7-c98254d63168,_c4d94ee5-f193-4ea3-bef8-a6add16cb40f,SynchronousMachine
_95d9307c-7787-4390-ac4f-c8fe25ff13cb,839461,01PTA-U2,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve,Network/Companies/SIN/01CEL/01   PTA/13.8/UN-02,839305,UN-02,_9fcb1324-27d0-40dc-8563-05dba958652c,_c4d94ee5-f193-4ea3-bef8-a6add16cb40f,SynchronousMachine
_bfb720e5-5663-4ecc-9a92-66746eb1d13a,839467,01PTA-U3,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve,Network/Companies/SIN/01CEL/01   PTA/13.8/UN-03,839307,UN-03,_064f34fd-e38d-4603-8e5b-152b652fd4e7,_c4d94ee5-f193-4ea3-bef8-a6add16cb40f,SynchronousMachine
_de4f0fdd-b5b0-4ccf-aeec-e46f56a454ce,839473,01PTA-U4,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve,Network/Companies/SIN/01CEL/01   PTA/13.8/UN-04,839309,UN-04,_084a7720-65d6-433f-9a5a-54bd298fca5b,_c4d94ee5-f193-4ea3-bef8-a6add16cb40f,SynchronousMachine
_2f980793-daa8-41a4-a7da-b04564b08b63,839479,01PTA-U5,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve,Network/Companies/SIN/01CEL/01   PTA/13.8/UN-05,839311,UN-05,_a7450c93-d45d-4ffb-8379-a3311ef3aca8,_c4d94ee5-f193-4ea3-bef8-a6add16cb40f,SynchronousMachine
_baaa20f4-c907-42d1-b8c5-8af8c1df489b,839485,01PTA-U6,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve,Network/Companies/SIN/01CEL/01   PTA/13.8/UN-06,839313,UN-06,_be743ba2-7f58-4cda-b4b3-d98b56c36f5f,_c4d94ee5-f193-4ea3-bef8-a6add16cb40f,SynchronousMachine
_9ee768eb-4dca-4282-8668-cfb863179a90,839491,01PTA-U7,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve,Network/Companies/SIN/01CEL/01   PTA/13.8/UN-07,839315,UN-07,_a2a3f2ef-33d5-48ae-931f-d4040818dd72,_c4d94ee5-f193-4ea3-bef8-a6add16cb40f,SynchronousMachine
_71e8e231-113f-4931-ba4a-2429889069f2,839497,01PTA-U8,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve,Network/Companies/SIN/01CEL/01   PTA/13.8/UN-08,839317,UN-08,_443e3207-8962-4e5e-920b-52579c979676,_c4d94ee5-f193-4ea3-bef8-a6add16cb40f,SynchronousMachine
_db7af0b8-2a19-4b16-a46c-efbbdb347d3e,839503,01PTA-U9,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve,Network/Companies/SIN/01CEL/01   PTA/13.8/UN-09,839319,UN-09,_a68e7a47-dcf4-4b9f-a60c-dabed5a50dae,_c4d94ee5-f193-4ea3-bef8-a6add16cb40f,SynchronousMachine
_a5c95073-64ee-4227-a0eb-4512da858b7e,839680,01PTL-U1,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve,Network/Companies/SIN/01CEL/01   PTL/10.5/UN-01,839659,UN-01,_05e1260d-ae7a-4409-82fd-b5b7da80634e,_5cb3ac64-d4ce-44a7-85ce-01402f5800fa,SynchronousMachine
_0a4c99c1-9115-41f8-97e2-e980ccabf7cd,839686,01PTL-U2,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve,Network/Companies/SIN/01CEL/01   PTL/10.5/UN-02,839661,UN-02,_3871c6cf-7bd4-4e14-8dce-a662eae5ee8a,_5cb3ac64-d4ce-44a7-85ce-01402f5800fa,SynchronousMachine
_ed80f816-a664-416c-92ef-d0402c620729,839692,01PTL-U3,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve,Network/Companies/SIN/01CEL/01   PTL/10.5/UN-03,839663,UN-03,_e5a3544d-aabc-4af2-866e-3917886412af,_5cb3ac64-d4ce-44a7-85ce-01402f5800fa,SynchronousMachine
_2c3df96d-5844-47c6-b51c-f4c17757ff56,853529,01REM-U1,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve,Network/Companies/SIN/01CEL/01   REM/13.8/UN-01,853144,UN-01,_c72b17e3-505e-4fb4-8e2e-a61261598419,_fb5f389c-9b06-4aab-bae1-0bbe7b4a9f0d,SynchronousMachine
_ff075f82-7122-4eaf-9971-75743e3e0df4,862154,01TCC-PQ1,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve,Network/Companies/SIN/01CEL/01   TCC/13.8/UNPQ1,861871,UNPQ1,_93bd01c0-aefc-4153-a02b-03a3bf4ed0cc,_40f77f6e-133b-4fd6-be94-6d8be5ca01d4,SynchronousMachine
_ba639a33-92ab-4b50-b18c-8a9b28384e6b,862160,01TCC-PQ2,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve,Network/Companies/SIN/01CEL/01   TCC/13.8/UNPQ2,861873,UNPQ2,_aa735e82-96f7-4df8-ad28-9e7334357327,_40f77f6e-133b-4fd6-be94-6d8be5ca01d4,SynchronousMachine
_53a804fb-1bb5-4835-a33d-1972d3e74fdb,862166,01TCC-U3,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve,Network/Companies/SIN/01CEL/01   TCC/13.8/UN-03,861875,UN-03,_8c132ccb-a099-48eb-9f9f-bace2659a30f,_40f77f6e-133b-4fd6-be94-6d8be5ca01d4,SynchronousMachine
_5904bff1-efdf-4157-b3d9-d0e4d936cda6,862172,01TCC-U6,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve,Network/Companies/SIN/01CEL/01   TCC/13.8/UN-06,861877,UN-06,_6176bb9f-e269-4cda-94dd-500b0ae548a7,_40f77f6e-133b-4fd6-be94-6d8be5ca01d4,SynchronousMachine
_a1d62c08-40f4-45d1-96c0-4beb9f204f18,862380,01TCC-U7,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve,Network/Companies/SIN/01CEL/01   TCC/18/UN-07,861928,UN-07,_95075823-0156-449e-90b2-d3e297d136e8,_8206267f-7655-4ed0-a726-61658f190794,SynchronousMachine
_95cbfad8-f3e8-4f2a-bab3-4e9fcbaf6771,862386,01TCC-U8,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve,Network/Companies/SIN/01CEL/01   TCC/18/UN-08,861930,UN-08,_bcc8920c-b736-47c4-b376-8debc31ebf1a,_8206267f-7655-4ed0-a726-61658f190794,SynchronousMachine
_e28a673f-8533-44de-a10f-f16d9a42513c,863676,01TEP-U1,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve,Network/Companies/SIN/01CEL/01   TEP/6.6/UN-01,863655,UN-01,_61d06162-0d85-46dc-b9e0-ef12ddb8cef9,_2e23334b-b1c8-4aad-a898-b00b5093ea37,SynchronousMachine
_43479554-afb9-47b5-9614-4c45338bb9b8,863682,01TEP-U2,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve,Network/Companies/SIN/01CEL/01   TEP/6.6/UN-02,863657,UN-02,_d7e5222a-2d1d-46bb-af11-cdf4b3d8a77f,_2e23334b-b1c8-4aad-a898-b00b5093ea37,SynchronousMachine
_e00796d1-b199-42ac-bf56-6dbff4d4ef0a,863688,01TEP-U3,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve,Network/Companies/SIN/01CEL/01   TEP/6.6/UN-03,863659,UN-03,_d107bb65-dff9-4307-a15d-ba155a7cfffd,_2e23334b-b1c8-4aad-a898-b00b5093ea37,SynchronousMachine
_e930bb3c-f815-4a34-a905-91259403435e,870888,01TUL-U1,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve,Network/Companies/SIN/01CEL/01   TUL/20/UN-01,870134,UN-01,_716c5273-5ea0-4d93-b4f4-a9ec977784f9,_4053c710-4d91-4b06-9b15-22cd0b338458,SynchronousMachine
_fe40eb6e-4c4a-4b6a-8a63-127441c850d6,870894,01TUL-U2,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve,Network/Companies/SIN/01CEL/01   TUL/20/UN-02,870136,UN-02,_664f0aca-8d2c-449c-b816-16bc8e833c22,_4053c710-4d91-4b06-9b15-22cd0b338458,SynchronousMachine
_70e35e7e-9b1e-4cd2-a21b-5474e993d9bb,870900,01TUL-U3,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve,Network/Companies/SIN/01CEL/01   TUL/20/UN-03,870138,UN-03,_3229fcae-9a34-4b56-bc62-c5c78c379525,_4053c710-4d91-4b06-9b15-22cd0b338458,SynchronousMachine
_b9ad77eb-34dd-4565-b71b-4614cb7ca4c0,870906,01TUL-U4,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve,Network/Companies/SIN/01CEL/01   TUL/20/UN-04,870140,UN-04,_4aea32b3-1c5a-4515-9b2e-9c3a3aa74672,_4053c710-4d91-4b06-9b15-22cd0b338458,SynchronousMachine
_386c8481-e2ac-4c58-a585-b6e9d0e2cea0,870912,01TUL-U5,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve,Network/Companies/SIN/01CEL/01   TUL/20/UN-05,870142,UN-05,_a868e085-d75b-413f-9e8d-ec4a8e0b26f4,_4053c710-4d91-4b06-9b15-22cd0b338458,SynchronousMachine
_5b9f2f6a-4ba9-4cd8-ae00-a1ecef8b3f45,873118,01VAE-U5,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve,Network/Companies/SIN/01CEL/01   VAE/13.8/UN-05,872426,UN-05,_4ec5ddc1-bcf6-4a5e-9bb2-490cb2049409,_1e52b565-b7af-44d1-a71b-6d82f4ee4478,SynchronousMachine
_2ccab2a1-7f6e-40ba-9451-63a0f3e463df,873124,01VAE-U6,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve,Network/Companies/SIN/01CEL/01   VAE/13.8/UN-06,872428,UN-06,_3cc31627-500c-45e5-ac4b-a9c9bc5c1cd0,_1e52b565-b7af-44d1-a71b-6d82f4ee4478,SynchronousMachine
_16986071-91f5-445e-bd8c-d2fc094fa6cd,873130,01VAE-U7,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve,Network/Companies/SIN/01CEL/01   VAE/13.8/UN-07,872430,UN-07,_c603ba47-8f1a-4bbe-95a9-e187f27b403f,_1e52b565-b7af-44d1-a71b-6d82f4ee4478,SynchronousMachine
_2a69261e-ef83-461c-b8b2-34f46c3b3166,873451,01VAE-U3,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve,Network/Companies/SIN/01CEL/01   VAE/15/UN-03,872473,UN-03,_da93637d-a6b9-4e3f-9f40-0f53d7d1b906,_cdc419ec-c126-4b1d-a6a4-bfeb25d81c11,SynchronousMachine
_26ecb07a-374f-418b-b8d3-a3c955cd1230,873659,01VAE-PQ2,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve,Network/Companies/SIN/01CEL/01   VAE/18/UNPQ2,872527,UNPQ2,_d3c9d453-4332-4ed8-ab14-b48cd2e0ba56,_7235d2d0-e1d5-488a-b995-617508becd27,SynchronousMachine
_fd96fd3a-1e72-4d1d-ab65-09d40fa68675,873665,01VAE-U10,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve,Network/Companies/SIN/01CEL/01   VAE/18/UN-10,872529,UN-10,_06be53f1-fcef-451d-a290-3248ce7e9582,_7235d2d0-e1d5-488a-b995-617508becd27,SynchronousMachine
_c82eed78-1c14-4686-be52-6413b85efeda,873671,01VAE-U8,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve,Network/Companies/SIN/01CEL/01   VAE/18/UN-08,872531,UN-08,_1420715f-b0d8-4bf6-bf42-580574d79996,_7235d2d0-e1d5-488a-b995-617508becd27,SynchronousMachine
_c8fbd039-5499-46e4-88c8-7d69d25c5f20,873677,01VAE-U9,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve,Network/Companies/SIN/01CEL/01   VAE/18/UN-09,872533,UN-09,_8fc9732a-3370-4909-b23d-d4088a9dda27,_7235d2d0-e1d5-488a-b995-617508becd27,SynchronousMachine
_26ffecdd-ccfd-46bb-9cb9-226185cf3020,873784,01VAE-PQ1,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve,Network/Companies/SIN/01CEL/01   VAE/20/UNPQ1,872551,UNPQ1,_7784048d-37bf-4fcb-94d5-c280a69b058d,_9b3fea62-7993-4704-b1f0-be86a2238e29,SynchronousMachine
_b1b2071c-27b1-4a81-b362-6919610c0085,873790,01VAE-U4,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve,Network/Companies/SIN/01CEL/01   VAE/20/UN-04,872553,UN-04,_f759e019-2d29-4ef9-be18-cd9c82fa47a9,_9b3fea62-7993-4704-b1f0-be86a2238e29,SynchronousMachine
_98d8f876-46ce-404d-b70c-03fcb47a2c87,876687,01VAJ-U1,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve,Network/Companies/SIN/01CEL/01   VAJ/13.8/UN-01,874624,UN-01,_ed8d69fc-2fcf-4453-9910-c2c8beef0755,_cc2ffa82-a61c-4784-a85b-050ab9536aa9,SynchronousMachine
_b0bf4029-38ba-4a96-85b4-0242ec4f4d31,877032,01VDF-U1,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve,Network/Companies/SIN/01CEL/01   VDF/13.8/UN-01,876907,UN-01,_52f088af-af67-4e10-ab1f-95f2da7d5856,_2d43e0db-06aa-4678-b194-6e6618645368,SynchronousMachine
_c06b0a26-ca09-486a-bab6-fcdf9868ffaa,878289,01VDM-U2,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve,,,,,,
_b7b90ef5-4ed6-446c-8c13-bae3719b8ecf,878295,01VDM-U3,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve,,,,,,
_bfdd42a1-dc10-413f-a8d0-cb58f9359819,878301,01VDM-U4,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve,,,,,,
