"ReactiveCapabilityCurve:
ID","ReactiveCapabilityCurve:
InternalId","ReactiveCapabilityCurve:
Name","ReactiveCapabilityCurve:
Parent","ReactiveCapabilityCurve:
ObjectType","SynchronousMachine:
Path","SynchronousMachine:
InternalId","SynchronousMachine:
Name","ReactiveCapabilityCurve:
SynchronousMachineHasDefaultReactiveCapabilityCurve:
SynchronousMachine:
ID","SynchronousMachine:
Parent","SynchronousMachine:
ObjectType"
_d9e40cd6-c4f8-479d-9990-93fff9007b6f,1422420,07   PER-U01,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve,Network/Companies/BCA/07BCA/07   PER/0.69/UN-01,1422273,UN-01,_c70e19b7-7239-4f29-b7ab-3bec80d116b9,_f743a38f-2e89-451b-8f7c-04a352adb833,SynchronousMachine
_506b3de2-e7ec-4d76-a303-730ac56e1546,1422426,07   PER-U02,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve,Network/Companies/BCA/07BCA/07   PER/0.69/UN-02,1422275,UN-02,_3c974045-e58a-438e-a60d-94346d356c35,_f743a38f-2e89-451b-8f7c-04a352adb833,SynchronousMachine
_87fd2dc0-4695-49d0-9d42-1b482962cd86,1422432,07   PER-U03,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve,Network/Companies/BCA/07BCA/07   PER/0.69/UN-03,1422277,UN-03,_dac2a75f-e1c3-49db-8fc9-c04fa8122ba0,_f743a38f-2e89-451b-8f7c-04a352adb833,SynchronousMachine
_e3bc56ed-2739-444c-94e8-51e025bcf635,1422438,07   PER-U04,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve,Network/Companies/BCA/07BCA/07   PER/0.69/UN-04,1422279,UN-04,_f5f7fd58-2382-47a0-988e-c26ea2980737,_f743a38f-2e89-451b-8f7c-04a352adb833,SynchronousMachine
_237343b1-7b89-42aa-8d93-e4a6512e0945,1422444,07   PER-U05,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve,Network/Companies/BCA/07BCA/07   PER/0.69/UN-05,1422281,UN-05,_b45bd9bf-c3a8-434b-9491-a93a8af01893,_f743a38f-2e89-451b-8f7c-04a352adb833,SynchronousMachine
_0dc2456e-0e85-4022-81a9-a90628062341,1422769,07   PFC-PTA,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve,Network/Companies/BCA/07BCA/07   PFC/13.8/UN-PTA,1422666,UN-PTA,_f1b42303-7e71-496d-a46c-dc0e2ad61faa,_30b65721-5cee-4291-83bf-9ebd0189797d,SynchronousMachine
_e7362a1a-1b35-4776-8d8d-afe085ff232b,1425616,07   PJZ-U11,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve,Network/Companies/BCA/07BCA/07   PJZ/13.8/UN-11,1425312,UN-11,_2c4d6105-33c6-4493-97b8-05738766ff6a,_cb00be1e-4bbc-4fb7-ace8-276d2123a515,SynchronousMachine
_c93b183c-1793-435f-93ca-d2965463f143,1425622,07   PJZ-U05,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve,Network/Companies/BCA/07BCA/07   PJZ/15/UN-05,1425321,UN-05,_35edea0a-6c60-472e-a1fd-cfacb8be0f8c,_6e90d586-cf49-48b7-bdc3-58ab7624d77f,SynchronousMachine
_20dad90a-2559-4241-9daa-282555598bb8,1425628,07   PJZ-U06,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve,Network/Companies/BCA/07BCA/07   PJZ/15/UN-06,1425323,UN-06,_3887ab02-bf6f-449d-8a05-b86cf94b18ab,_6e90d586-cf49-48b7-bdc3-58ab7624d77f,SynchronousMachine
_da714236-854f-45d7-8f9a-e7b637f9f660,1425634,07   PJZ-PTA,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve,Network/Companies/BCA/07BCA/07   PJZ/16.5/UN-PTA,1425333,UN-PTA,_4acd23ef-9399-4c06-bfa6-e23a8a858ac0,_46d70f9a-6655-4f0c-90f4-2618ac54649e,SynchronousMachine
_5b3d3418-1bdb-4297-968d-30c177868794,1425640,07   PJZ-U10,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve,Network/Companies/BCA/07BCA/07   PJZ/16.5/UN-10,1425335,UN-10,_ddd68c03-8e59-4e99-8b84-14de5866183c,_46d70f9a-6655-4f0c-90f4-2618ac54649e,SynchronousMachine
_31b70ef2-d419-42f5-8a7f-549ce835d84e,1425646,07   PJZ-U07,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve,Network/Companies/BCA/07BCA/07   PJZ/18/UN-07,1425345,UN-07,_64115570-101f-44fd-a274-fbe9ac318a8a,_1c38b5f6-dac3-45d2-8be6-2e708b3a6df7,SynchronousMachine
_7646cf46-2508-41fb-856f-0ac0a4fa160b,1425652,07   PJZ-U08,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve,Network/Companies/BCA/07BCA/07   PJZ/21/UN-08,1425362,UN-08,_d1daf18e-24df-409b-894f-f45b707c1f7f,_a77f002c-9fe6-46ef-86a7-c5afeb065519,SynchronousMachine
_b8c42273-b34b-4eef-92b9-d97a5b47aaa8,1425658,07   PJZ-U09,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve,Network/Companies/BCA/07BCA/07   PJZ/21/UN-09,1425364,UN-09,_4a7c32aa-dd25-4638-beb5-92de6d0a3564,_a77f002c-9fe6-46ef-86a7-c5afeb065519,SynchronousMachine
_d6ec1e94-983d-4b18-8528-d212c63bfa9e,1428495,07   PSM-U01,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve,Network/Companies/BCA/07BCA/07   PSM/34.5/UN-01,1428380,UN-01,_df54f456-662a-4f78-9520-f200a0ba3af2,_767eda6a-5bdc-4bd5-8953-50e109321773,SynchronousMachine
_1e29bb6b-7c95-48a8-994c-447105d5a326,1433291,07   RUS-U01,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve,Network/Companies/BCA/07BCA/07   RUS/34.5/UN-01,1433174,UN-01,_e2245d54-852a-4f53-b0ed-1d82dac3183c,_62610f2f-90f9-456c-bf23-8b13a9256e58,SynchronousMachine
_c9146b83-3fa8-484d-894a-7e5fd1f6ed53,1435957,07   SFC-U01,_2f294030-a227-4dc9-81d9-7b997b999a57,ReactiveCapabilityCurve,Network/Companies/BCA/07BCA/07   SFC/13.8/UN-01,1435879,UN-01,_11faf485-fee2-4809-8fa3-6c38f07b5efe,_6375bacd-b67c-4175-ae96-1c090542f46c,SynchronousMachine
